row_number,participant0,participant1,participant2,participant3,participant4,participant5,participant6,participant7,participant8,participant9,participant10,participant11,participant12,participant13,participant14,participant15,participant16,participant17,participant18,participant19,participant20,participant21,participant22,participant23,participant24
282772,-0.25,-0.25,0.0,-0.25,-0.25,0.0,-0.5,-0.25,0.0,-0.25,-0.75,0.25,-0.5,-0.25,-0.25,0.0,0.0,-0.25,-0.25,-0.5,-0.5,-0.25,0.0,-0.25,-0.25
334485,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,-0.25,-0.5,0.0,-0.5,-0.25,-0.5,0.0,0.0,-0.25,-0.25,0.0,0.25,-0.5,-0.5
94568,-1.0,-1.0,-0.75,-0.75,-0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.5,-1.0,-1.0,-0.75,-1.0,-0.75,-1.0,-0.75,1.0,-0.75,-0.75,-1.0
67676,-0.25,0.0,0.5,0.25,-0.25,0.0,-0.5,0.0,-0.25,-0.5,0.0,-0.25,0.25,-0.25,0.25,0.5,0.25,0.0,-0.5,-0.5,0.25,0.0,0.25,-0.25,-0.25
283917,0.0,0.0,-0.5,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.75,0.0,-0.25,0.0,-0.25,-0.25
311141,-0.75,-0.5,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.75,-0.5,-0.25,-0.5,0.0,-0.5,-1.0,-0.25,-0.25,-0.25,0.0,-0.5,0.25,-0.75
336680,0.0,-0.25,0.0,0.0,-0.25,-0.25,-0.25,-0.25,0.0,-0.5,-0.5,-0.25,-0.5,0.25,0.0,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,0.0,-0.25,-0.5,-0.25
220144,0.25,0.5,0.0,0.0,0.0,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.0,0.25,0.25,0.5,0.75,-0.5,0.25,0.25,0.25,0.25,0.5,0.25
401952,-0.25,-0.5,-0.5,-0.75,-0.25,-0.5,-0.25,-0.5,-0.75,-0.25,-0.75,-1.0,-0.5,-0.25,0.0,-0.75,-0.5,-1.0,-0.5,-0.25,-0.5,0.25,-0.25,-0.5,-0.75
175435,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,-0.25,-0.5,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,-0.75,0.25,0.0,0.0,0.0,-0.25
399283,0.0,0.0,-0.5,0.0,-0.25,0.0,0.0,-0.25,0.0,-0.75,-0.75,0.5,-0.25,0.0,-0.25,-0.25,-0.5,0.0,-0.25,-1.0,-0.25,-0.25,-0.75,-0.75,-0.25
227489,-0.25,-0.25,-0.25,0.0,0.0,-0.25,-0.5,-0.25,0.0,-0.25,-0.75,-0.5,-0.5,0.0,-0.25,-0.25,0.0,0.0,-0.75,-1.0,-0.25,-0.25,-0.25,-0.5,0.25
140458,0.0,-0.25,0.0,-0.25,0.0,-0.25,-0.5,0.0,-0.75,0.0,-0.25,-0.25,-0.25,0.0,-0.25,0.0,-0.5,0.0,-0.5,-0.25,-0.25,0.0,0.25,-0.5,-0.5
262675,-0.25,-0.25,0.0,0.0,-0.5,0.0,-0.25,-0.25,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,-0.25,-0.25,-0.5,-0.5,-0.5,-0.25,0.0,0.0,-0.25,-0.5
136720,-0.25,0.0,-0.25,-0.25,0.0,0.0,-0.25,-0.25,0.0,-0.25,-0.25,0.25,-0.5,0.0,-0.25,0.0,-0.5,0.0,-0.25,0.0,0.25,0.25,-0.5,0.0,-0.25
368601,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,0.25,0.0,-0.25,0.0,-0.25,0.0,-0.25,0.25,0.5,0.0,-0.25,-0.5,-0.25
276457,-0.25,-0.25,0.0,-0.25,0.0,0.0,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5,-0.25,-0.25,-0.25,0.0,-0.25,-0.5,-0.75,-0.25,0.0,-0.25,-0.5,-0.75
247884,0.0,-0.25,0.0,0.0,-0.75,0.0,-0.5,-0.25,0.0,-0.25,-0.75,0.25,-0.5,0.0,0.0,0.0,-0.5,0.0,-0.25,-0.5,-0.25,0.0,0.0,0.0,-0.25
313667,-0.25,-0.5,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,-0.5,-0.5,-0.25,-0.5,-0.75,-0.75,-0.25,-0.75,-0.5,-0.75
211499,0.0,-0.25,0.0,-0.25,0.0,0.0,-0.25,-0.25,-0.5,-0.5,-0.75,0.25,-0.5,0.0,-0.25,0.0,-0.25,0.0,-0.5,-0.5,-0.25,0.0,-0.5,-0.25,-0.5
318970,-0.5,0.0,0.0,-0.25,0.0,0.0,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,-0.25,-0.25,-0.75,-0.5,-0.5,-0.25,0.0,-0.25,-0.25,-0.25
307206,0.0,0.0,0.0,-0.25,0.0,0.25,0.0,0.0,0.0,0.25,-0.25,-0.25,0.5,0.0,-0.25,0.0,-0.5,-0.25,0.0,0.0,0.25,0.0,-0.5,-0.25,-0.25
368532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.5,-0.5,0.0,-0.5,0.0,-0.25,-0.25,-0.5,0.0,0.0,-0.5,-0.5,0.0,-0.5,-0.5,-0.25
10557,0.0,-0.25,-0.25,-0.25,-0.25,0.0,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,0.0,-0.5,-0.75,-0.75,-0.75,-0.5,-0.25,-0.75,-0.5,-0.5
221299,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.25,-0.5,-0.25,0.25,0.0,-0.25,-0.25,0.0,-0.75,-0.25,-0.25,-0.25,-0.5,0.25,-0.5,-0.25,-0.25
293523,-0.25,0.25,0.25,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25,-0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.25,-0.25,-0.25,-0.25,0.5,0.5,-0.5,0.0
396395,-0.75,0.5,0.0,0.5,0.25,0.5,1.0,-0.5,-0.75,-0.75,0.25,-0.5,-0.5,0.0,-1.0,-0.75,-1.0,-1.0,-0.75,-0.5,0.25,0.75,-0.75,0.5,-0.5
11649,0.0,-0.25,0.0,-0.25,-0.25,0.0,0.0,-0.25,-0.5,-0.5,-0.25,-0.5,-0.5,-0.25,-0.25,-0.75,-0.5,0.0,0.0,0.0,-0.5,-0.25,-1.0,0.0,-0.75
209511,-0.25,-1.0,-1.0,-0.75,-0.25,-0.5,-0.75,0.0,-0.75,-0.75,-0.75,-1.0,-0.75,0.0,-1.0,0.0,-1.0,-1.0,-0.75,-0.5,-0.5,0.5,-0.75,-0.25,-1.0
31197,-0.25,-0.5,0.0,0.0,0.0,-0.25,-0.5,-0.5,-0.75,-0.75,-0.5,-0.5,-0.5,0.0,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,-0.25,-0.5
308107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.5,0.0,0.0,-0.5,0.0
413357,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,-0.5,-0.25,0.5,0.25,0.0,0.5,0.25,0.5,0.5,-0.25,0.0,0.5,0.5,0.5,0.25,0.25
12337,-0.5,-0.5,0.5,-0.5,-0.75,0.25,1.0,0.25,-1.0,-0.75,-0.5,0.75,-0.75,0.0,0.0,0.25,-0.75,-1.0,-0.75,-0.5,-0.5,0.5,-0.75,-0.5,-0.5
261096,-0.25,-0.25,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.5,0.0,-0.25,0.0,0.0,-0.25,-0.25,-0.25,-0.25,0.0,0.0,-0.25,0.0,-0.25,0.0,-0.5
159071,0.0,0.0,0.0,0.0,-0.25,0.0,-0.25,-0.25,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.25,1.0,-0.25,-0.5,-0.25,-0.25,0.25,-0.5,-0.25
7111,-0.25,-0.5,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,-1.0,-0.25,-0.5,0.0,-0.5,-0.25,-0.5,0.0,-0.75,-0.5,-0.75,-0.5,-0.75,0.0,-0.5,-0.75,-0.5
212817,-0.25,-0.25,-0.25,0.0,-0.25,0.0,0.0,0.0,-0.25,-0.25,-0.75,0.0,-0.5,-0.25,-0.5,0.0,-0.25,0.0,-0.5,-0.5,-0.25,0.0,0.0,0.0,-0.5
159455,-0.25,0.0,0.0,-0.25,0.0,0.0,-0.25,0.0,-0.75,-0.5,-0.5,-0.25,-0.5,0.0,-0.75,0.0,-0.25,-0.25,-0.75,-0.5,-0.25,-0.25,0.0,-0.25,-0.5
382998,-0.25,-0.5,-0.25,0.0,0.0,0.0,-0.5,0.0,-0.25,-0.25,-0.75,-0.25,-0.5,-0.25,-0.25,0.0,-0.5,-0.25,-0.25,-0.75,-0.25,0.0,-0.5,-0.25,-0.5
183451,-0.25,-0.25,0.0,0.0,-0.25,0.0,-0.25,-0.25,-0.25,-0.5,-0.75,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5,0.25,-0.25,-0.5,-0.5
62041,0.0,-0.5,0.25,0.0,0.0,0.0,0.0,-0.25,0.0,-0.25,-0.5,0.0,-0.25,0.0,0.0,0.0,-0.5,-0.25,-0.25,0.25,0.25,0.5,-0.25,-0.5,0.0
75506,-0.25,-0.5,-0.25,-0.25,-0.25,0.0,0.0,-0.25,0.0,-0.5,-0.75,-0.25,-0.25,0.0,-1.0,-0.25,-0.5,-0.25,-0.5,-0.5,-0.25,0.0,-0.25,-0.5,-0.75
162452,0.0,-0.25,0.0,-0.25,-0.5,0.0,0.0,-0.5,-1.0,-0.75,-0.5,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.75,-0.5,-0.25,-0.5,-0.5,-0.75,-0.5
85415,-0.5,0.0,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,0.0,-0.25,-0.75,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.25,0.0,-0.25,-0.5,-0.5
229649,0.0,-0.5,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,0.0,-0.5,-0.25,0.0,-0.25,-0.5,-0.25,-0.75,-0.5,-0.25,0.0,-0.5,-0.5,-0.75
206931,-0.25,0.0,-0.25,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.25,0.0,-0.5,-0.25,0.5,-0.75,-0.25,-0.25
1525,-0.25,-0.25,-0.25,0.0,0.0,0.0,-0.5,0.0,0.0,-0.75,-0.5,-0.25,0.0,-0.25,-0.5,0.0,-0.25,0.0,-0.25,-0.25,-0.25,0.0,-0.25,-0.25,-0.5
340316,1.0,1.0,0.25,0.5,0.75,0.5,1.0,0.75,0.0,0.75,0.75,0.25,-0.25,1.0,1.0,1.0,-0.75,1.0,0.75,1.0,0.5,1.0,1.0,-0.5,0.75
377928,-0.25,-0.75,0.0,-0.5,-0.25,-0.25,-0.25,-0.25,0.0,-0.5,-0.75,-0.5,-0.5,-0.5,-0.75,-0.5,-0.75,-0.75,-0.5,-0.75,-0.25,-0.75,-0.5,-0.75,-0.5
81891,-0.25,-0.75,-0.25,-0.25,0.5,-0.25,-0.75,-0.5,-0.75,-0.5,-0.5,-0.5,-0.5,0.0,-0.25,-0.25,-0.25,-0.5,-0.75,-0.5,-0.25,-0.25,-0.5,-0.25,-0.75
384937,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.5,-0.5,0.0,-0.25,-0.25,-0.25,0.0,-0.5,0.0,-0.25,0.0,-0.5,0.0,-0.25,-0.25,-0.5
73898,0.0,-0.25,-0.25,0.0,-0.25,0.0,0.0,0.0,0.0,-0.75,-0.5,0.25,-0.25,0.0,-0.25,-0.5,-0.5,0.0,-0.25,-0.25,0.25,0.0,-0.25,-0.25,-0.25
149734,-0.25,0.0,0.0,0.0,0.25,0.0,0.0,-0.25,0.0,0.0,-0.5,0.0,-0.5,-0.25,-0.5,0.0,-0.25,0.0,-0.5,0.25,0.25,0.0,0.25,-0.5,-0.25
356041,-0.5,-0.25,-0.75,-0.25,-0.25,0.0,-0.75,0.0,-0.25,-0.75,-0.25,-0.25,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,0.5,0.25,0.25,-0.5,-0.5,-0.5
7378,0.0,-0.5,-0.25,-0.25,0.0,0.0,-0.25,0.0,0.0,-0.5,-0.5,-0.25,-0.5,0.0,0.0,-0.5,-0.5,0.25,-0.5,-0.5,-0.25,0.25,0.0,0.0,-0.25
11383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.5,-0.5,0.0,-0.25,0.0,-0.25,-0.25,-0.5,0.0,-0.5,-0.5,0.25,-0.25,0.25,-0.25,-0.25
30372,0.0,0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,-0.25,0.25,0.0,0.0,-0.25,-0.5,-0.25,-0.25,0.0,0.25,0.0,-0.5,0.0,-0.25
170416,0.0,-0.25,0.0,0.0,-0.25,0.0,-0.25,-0.5,0.0,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,0.0,-0.75,1.0,-0.5,-0.25,-0.5,0.0,-0.75,-0.5,-0.25
231141,-0.25,-0.25,0.0,0.0,-0.25,0.0,0.0,-0.25,0.0,-0.75,-0.25,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.75,-0.25,-0.25
155920,-0.25,0.25,0.25,0.0,0.25,0.25,-0.5,0.0,0.25,0.25,0.25,-0.25,0.25,0.25,-0.25,-0.25,0.25,0.25,-0.25,0.0,0.5,0.5,0.25,0.25,-0.25
322188,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,-0.5,-0.75,-0.25,-0.25,0.0,0.0,-0.25,0.0,-0.25,-0.5,-0.25,-0.25,-0.25,0.0,-0.25,-0.5
92069,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,-0.25,0.0,-0.25,0.0,-0.25,-0.25,-0.25,0.0,-0.25,-0.5,0.0,0.0,-0.25,0.0,-0.25
157046,-0.25,-0.25,0.0,-0.25,-0.5,0.0,-0.5,0.0,0.0,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,0.0,-0.5,0.25,-0.25,0.0,-0.25,0.0,0.25,0.25,0.25
215771,0.0,-0.25,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,-0.5,-0.5,-0.5,-0.25,0.0,0.0,-0.5,-0.5,0.0,-0.25,-0.5,-0.25,0.0,0.0,-0.25,-0.75
191452,-0.25,-0.25,0.0,-0.25,0.0,0.0,-0.5,-0.25,0.0,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,0.0,-0.25,-1.0,-0.25,-0.5,-0.25,0.0,-0.5,-0.25,-0.5
35399,-0.25,-0.5,0.0,-0.25,0.0,-0.25,-0.25,-0.25,0.0,-0.5,-0.75,0.0,-0.5,-0.5,0.0,0.0,-0.25,0.0,-0.5,-0.25,-0.25,0.0,-0.25,-0.25,-0.25
157854,0.0,0.0,0.0,-0.25,0.0,-0.25,0.0,-0.25,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.5,-0.75,-0.25,0.0,-0.5,-0.5,-0.25
91671,-0.25,-0.25,0.0,-0.5,-0.25,0.0,-1.0,0.0,-0.5,-0.75,-0.5,-0.25,-0.25,0.0,-0.75,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.25,-0.25,-0.5
40875,-0.5,-0.5,-0.25,0.0,-0.5,-0.5,-0.25,-0.5,-0.5,-0.75,-0.75,0.0,-0.25,-0.25,-0.75,-0.25,-0.5,-0.75,-0.5,0.0,-0.5,0.0,-0.5,-0.5,-0.25
286257,-0.25,0.0,0.25,0.0,0.25,0.0,0.25,-0.25,0.0,0.0,0.25,0.25,-0.25,0.25,0.25,0.25,0.5,0.0,0.25,0.0,0.25,0.25,0.5,0.5,0.25
46344,-0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.25,-0.25,0.25,0.0,0.0,0.0,0.0,-0.5,-0.25,-0.25,0.5,0.0,-0.25,-0.25,0.25
296225,0.0,-0.25,-0.5,0.0,-0.75,-0.25,-0.5,-0.5,0.0,-0.5,-0.5,-0.25,-0.5,-0.25,-0.75,-0.5,-0.5,-0.5,-0.75,-0.25,-0.5,0.0,-0.25,-0.5,-0.75
383994,-0.25,-0.25,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.5,-0.5,0.0,0.0,-0.25,0.0,-0.25,-0.25,-0.25,-0.25,-0.5,0.0,0.0,-0.5,-0.75,-0.5
129704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,0.0,0.0,0.0,-0.25
360060,0.0,-0.25,0.0,-0.25,0.0,0.0,0.0,0.0,-0.25,-0.5,-0.25,-0.25,-0.25,0.0,0.0,0.0,-0.25,0.0,-0.25,-0.5,-0.25,0.0,0.0,0.25,-0.5
159361,0.0,0.25,-0.25,0.0,0.0,0.0,0.25,0.0,0.0,-0.25,0.0,0.0,-0.25,0.25,-0.5,0.0,-0.5,0.75,-0.25,0.5,-0.25,0.25,0.25,0.0,-0.25
125005,0.0,-0.25,0.0,0.0,0.0,0.0,-0.25,-0.25,0.0,-0.5,0.0,0.0,-0.25,-0.25,-0.25,0.0,0.0,-0.5,-0.25,-0.25,-0.25,0.0,0.25,-0.25,-0.5
295307,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,0.0,-0.5,-0.5,-0.25,-0.25,0.0,-0.25,0.0,0.0,0.0,-0.25,-0.25,-0.5,0.0,-0.25,-0.25,-0.25
63106,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,-0.25,0.0,0.0,-0.25,0.0,-0.25,-0.5,-0.25,-0.25,0.0,0.0,-0.5,-0.75
159245,-0.25,-0.25,0.0,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.5,-0.25,-0.5,0.0,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5,-0.25,-0.5,-0.5,-0.75
165787,0.0,0.0,-0.25,0.0,0.25,0.0,-0.25,0.0,0.0,-0.5,-0.25,0.0,-0.25,0.0,-0.25,0.0,-0.25,-0.25,0.0,-0.25,-0.25,0.25,-0.25,-0.25,-0.25
79303,-0.25,-0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.25,0.0,-0.25,0.25,0.0,0.0,-0.25,-0.25,-0.5,0.0,-0.75,-0.25,-0.25
303436,-0.25,0.0,0.0,-0.5,0.0,0.0,-0.5,-0.25,0.0,-0.5,-0.75,-0.25,-0.5,0.0,-0.5,0.0,-0.5,-0.25,-0.25,-0.5,-0.5,0.0,-0.25,-0.25,-0.75
198855,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.5,-0.25,-0.25,0.0,-0.25,-0.25,-0.25,0.0,-0.5,0.0,-0.25,0.5,0.0,-0.5,-0.25
174415,-0.25,0.0,0.0,-0.25,0.25,0.0,-0.25,-0.25,-0.5,-0.5,-0.5,0.25,-0.25,0.25,0.25,0.25,0.25,0.0,-0.5,0.5,0.25,0.5,0.0,-0.25,-0.5
287586,-0.25,-0.25,0.0,0.0,0.0,-0.25,-0.5,-0.25,0.0,0.25,-0.25,0.0,-0.5,0.0,-0.25,0.5,-0.5,0.0,-0.5,-0.5,-0.25,0.25,0.5,0.25,-0.75
160639,0.25,-0.5,0.25,0.25,0.5,0.0,0.25,0.0,0.0,0.5,-0.75,0.25,0.25,0.0,-0.25,-0.25,0.25,0.5,0.0,0.25,-0.5,-0.25,-0.25,-0.5,0.25
62888,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.5,0.0,-0.25
85569,0.0,0.25,0.0,0.25,0.25,0.25,0.25,0.25,-0.75,-0.25,-0.25,-0.5,-0.25,0.25,0.25,0.25,0.5,-0.25,-0.25,0.0,0.25,0.75,0.5,0.25,-0.25
293453,0.25,0.0,0.0,0.0,-0.5,0.0,0.0,-0.25,0.0,-0.25,-0.5,0.0,-0.25,-0.25,-0.25,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,0.0,-0.25,-0.25,-0.25
32534,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.5,0.25,0.0,-0.25,-0.25,0.25,0.5,0.5,0.25
326759,0.0,0.0,0.0,-0.25,0.25,0.0,0.0,0.0,0.0,-0.75,-0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.5,0.0
359315,0.25,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.0,0.75,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25
329605,0.25,0.25,-0.25,0.25,0.5,0.0,0.25,0.25,0.25,0.5,-0.25,0.25,0.25,0.0,0.75,0.25,-0.25,0.25,-0.5,0.25,0.25,0.25,0.25,-0.25,0.25
66294,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.75,0.25,-0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25
305649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.5,0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,-0.25
85468,0.0,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.5,0.0,0.5,0.0,0.25,0.5,0.75,-0.75,0.0,0.5,0.5,0.5,0.25,0.5,0.25,0.25
23354,0.0,-0.25,0.0,-0.25,0.25,-0.25,-0.25,-0.25,0.0,-0.25,-0.5,0.25,-0.5,0.0,-0.25,0.25,-0.25,0.0,-0.25,-0.5,0.25,0.5,0.25,-0.5,-0.25
42934,-0.25,0.0,0.0,-0.25,0.25,0.25,-0.25,-0.25,0.0,0.25,0.0,0.0,-0.5,0.0,0.0,0.25,-0.25,0.75,0.25,-0.25,0.25,0.75,0.25,-0.25,-0.25
239515,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,-0.25,0.25,-0.25,0.5,0.5,0.25,0.5,0.5,-0.25,0.25,0.5,0.25,0.5,-0.25,0.25
150261,0.5,0.25,0.75,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,1.0,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0.75,0.5,0.25
360849,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.0,-0.25,0.25,0.25,0.0,0.25,0.25,0.25,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25
218724,-0.25,-0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.25,0.25,0.0,0.0,-0.25,-0.25,0.25,-0.25,-0.5,-0.25,0.0,0.0,0.25,-0.5
3803,0.0,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.0,1.0,0.25,0.75,-0.5,0.5,0.5,0.25,0.5
219643,0.0,0.25,0.0,0.25,0.0,0.25,0.75,0.25,0.25,0.0,-0.25,0.5,0.25,0.0,0.0,0.25,0.0,0.5,-0.5,0.25,0.25,0.25,-0.25,0.5,0.0
298483,0.25,0.25,0.0,0.25,0.25,0.0,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.25,-0.25,0.75,0.25,0.0,0.5,0.5,0.25,0.75,0.25
362687,-0.25,0.0,0.0,-0.5,0.0,0.0,-0.75,-0.25,0.0,0.25,-0.5,0.5,-0.5,0.0,-0.25,-0.25,-0.25,-0.75,-0.25,-0.25,-0.5,0.0,-0.25,-0.25,-0.5
366705,-0.25,-0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-0.25,0.0,-0.5,0.0,0.0,0.25,0.25,0.0,-0.25,0.0,0.25,0.0,0.0,-0.5,-0.25
397837,0.25,0.25,-0.25,0.0,0.5,0.0,0.25,0.0,0.0,-0.25,-0.25,0.25,0.25,0.0,0.25,0.25,-0.5,0.25,0.25,0.0,0.0,0.25,0.5,0.0,-0.25
