row_number,participant0,participant1,participant2,participant3,participant4,participant5,participant6,participant7,participant8,participant9,participant10,participant11,participant12,participant13,participant14,participant15,participant16,participant17,participant18,participant19,participant20,participant21,participant22,participant23,participant24
404311,5,2,5,2,2,7,2,5,0,5,2,4,2,4,2,2,5,2,2,4,2,5,5,4,3
102088,2,2,2,2,2,2,2,2,3,3,5,2,2,2,2,2,2,2,5,5,2,2,2,2,2
149847,7,7,7,4,5,7,6,7,7,7,3,7,7,7,5,7,7,7,6,7,7,5,5,7,7
50853,4,6,5,4,6,1,4,7,6,5,7,6,6,7,6,7,5,7,5,4,6,6,4,5,7
179819,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,0,5,5,5
24923,2,3,5,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5
146468,2,3,7,2,1,2,2,2,5,3,2,2,1,1,2,2,2,2,4,2,3,2,2,1,3
114877,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,4,5,5,5,5,5,5
98100,5,7,5,4,2,2,5,7,6,5,5,5,2,7,2,7,7,3,5,4,4,5,5,5,4
384306,4,7,7,5,6,7,4,6,6,5,7,3,7,7,1,3,5,4,7,4,3,5,3,5,7
149650,1,7,1,7,7,1,7,7,7,7,7,1,7,7,1,7,7,7,6,1,7,7,7,7,7
397056,2,6,2,5,2,2,7,2,2,6,7,5,2,4,2,3,2,4,4,2,5,2,7,6,6
338055,2,0,5,5,3,5,4,5,3,0,4,5,0,3,3,3,5,5,0,5,7,6,4,5,4
179790,3,2,5,2,0,0,5,5,3,0,5,5,0,5,5,5,5,5,0,3,5,0,1,0,5
105211,7,6,6,4,7,6,5,5,5,7,5,6,5,4,6,7,5,7,6,5,5,6,7,5,7
141527,6,7,6,5,7,7,6,7,7,7,7,5,7,7,1,7,1,6,6,0,7,7,5,7,7
9806,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5
137160,5,5,5,4,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
412383,5,6,5,5,5,7,5,5,6,7,5,5,7,7,5,5,5,5,6,5,7,5,4,5,7
173545,5,1,5,5,0,1,5,3,5,0,5,5,5,5,5,5,1,5,2,5,5,5,2,5,3
12660,4,4,6,5,4,4,4,6,6,4,6,4,4,4,4,7,4,5,2,4,6,6,4,6,4
291756,3,2,2,5,3,2,2,7,2,5,2,2,5,2,5,2,2,2,2,2,2,2,7,2,2
357346,2,7,7,2,6,7,2,7,7,7,2,5,5,2,7,2,5,2,6,2,7,2,7,2,2
2886,5,7,7,7,6,7,6,0,1,7,7,5,7,1,1,7,7,7,6,5,7,7,7,7,7
269741,6,7,5,1,1,7,5,7,7,7,3,5,2,6,6,5,1,5,6,7,7,5,3,5,2
26459,7,7,7,1,7,2,1,7,5,7,5,7,5,2,5,7,5,5,3,6,6,2,7,1,7
90669,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,0,7,7,7,7,7
85030,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
126546,6,7,7,5,5,5,3,5,5,7,7,5,7,7,2,7,5,7,5,7,6,7,7,5,3
88217,7,7,5,4,1,1,2,7,5,0,2,4,1,4,2,2,1,1,4,5,7,2,3,2,7
68675,5,7,7,5,5,7,7,7,7,7,7,7,7,7,5,7,7,7,6,7,7,7,7,7,7
263498,7,7,7,5,6,7,3,7,7,7,7,5,7,5,6,7,2,7,6,6,7,7,7,7,6
103552,5,7,7,1,6,1,5,7,5,5,7,5,7,7,5,5,5,5,4,5,5,5,5,7,7
194217,5,7,7,1,7,7,2,7,7,7,7,7,7,4,1,2,5,7,6,1,5,2,7,5,3
369935,7,3,7,1,1,7,7,3,7,7,7,3,3,1,1,3,1,3,6,3,7,7,3,1,7
57548,5,5,5,5,5,5,5,5,6,5,4,5,2,5,1,1,5,5,3,5,7,5,5,5,6
122428,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
151216,5,1,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5
335454,5,1,5,5,1,5,5,5,3,5,3,1,7,3,5,3,2,7,3,3,5,2,3,5,5
59120,5,7,3,5,7,1,7,7,7,7,7,5,5,7,7,7,7,1,6,7,7,7,7,5,5
151805,2,1,1,1,1,1,1,1,1,5,2,1,2,4,1,1,1,1,1,5,1,1,5,1,1
333866,5,1,5,5,1,5,3,5,5,5,5,4,5,5,5,5,5,5,1,5,5,5,5,5,3
216535,5,7,7,5,6,5,5,5,6,5,5,5,5,5,5,4,5,5,6,5,5,5,7,5,5
407673,2,4,1,5,1,1,1,1,7,5,5,5,6,4,6,4,5,4,5,5,1,5,1,5,5
204220,5,5,7,5,5,5,5,5,4,5,5,4,5,7,5,7,5,5,6,5,7,5,6,5,5
176492,4,7,7,4,5,6,7,5,6,7,4,6,7,6,6,1,1,4,6,6,6,7,4,7,6
226416,5,5,1,5,5,1,5,7,5,7,1,4,1,5,1,7,5,3,4,5,5,5,5,5,5
382143,6,1,1,1,1,1,1,1,1,7,1,1,5,4,1,1,1,1,7,1,7,1,1,1,7
182632,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
224127,2,5,4,5,2,2,2,2,2,5,4,2,5,4,4,2,2,2,2,4,4,2,5,2,4
72565,0,3,7,5,7,1,1,7,6,7,6,5,7,7,5,7,5,5,4,5,5,5,5,5,5
164277,5,2,5,5,6,6,5,0,5,0,7,2,7,5,5,5,5,5,2,5,5,5,7,5,5
53794,5,7,7,5,5,7,7,7,6,7,5,5,7,7,6,7,7,7,6,5,7,5,7,5,7
285410,2,1,2,6,1,3,2,2,2,5,3,2,2,1,2,3,2,2,5,4,2,2,2,2,1
411231,4,6,5,4,6,6,4,7,6,7,4,4,7,7,6,7,7,4,4,4,6,4,4,4,5
358724,7,7,4,4,6,7,5,7,5,7,7,7,7,6,6,7,5,7,4,6,6,7,3,6,7
78305,2,6,2,2,5,1,7,2,2,7,7,5,2,2,2,2,2,3,4,2,2,2,2,5,7
141761,5,0,5,5,4,0,5,6,6,5,0,4,5,5,4,5,5,5,6,6,5,5,5,6,6
327057,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,4,5,5,5,5
214361,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1
50502,5,5,5,5,0,5,5,3,3,5,5,5,1,5,5,5,5,5,4,5,3,5,5,5,1
185248,5,6,3,5,5,6,6,5,6,5,3,5,6,2,6,7,2,5,6,5,2,5,5,5,7
57081,0,0,6,7,0,0,0,0,0,7,0,0,7,6,0,7,0,6,0,0,7,0,7,7,7
250825,4,7,2,6,1,7,3,2,4,7,6,4,2,4,6,7,2,5,6,5,7,2,7,7,2
221387,1,1,1,1,7,1,1,1,5,7,1,5,7,4,1,4,4,1,3,4,1,6,1,7,1
78455,6,0,0,7,0,0,0,0,0,7,7,6,7,6,0,7,0,6,6,0,7,7,7,7,7
29938,7,6,6,0,6,6,0,6,0,7,7,4,0,6,0,0,7,5,4,5,6,6,7,5,6
164343,6,6,7,6,2,7,6,7,2,7,0,6,0,6,4,0,0,0,7,0,7,7,6,5,7
159827,0,0,7,6,0,0,7,0,0,7,0,0,7,0,0,7,0,0,0,0,6,7,7,7,6
294807,1,7,7,1,0,6,0,1,2,7,7,1,7,6,0,0,0,1,1,0,6,7,7,1,7
412327,5,7,5,7,6,7,2,0,7,7,7,6,7,6,0,7,7,6,7,0,7,7,7,7,7
379175,6,6,6,6,6,6,7,0,0,7,0,6,7,6,0,7,7,0,0,6,6,6,7,7,6
40310,1,1,5,1,6,1,6,1,1,1,7,5,7,6,1,1,0,1,4,6,6,7,6,7,1
167636,7,7,7,7,6,7,7,7,5,7,7,7,7,6,7,7,5,7,6,0,7,7,7,7,7
301789,0,0,0,6,0,7,7,0,0,7,6,6,0,6,0,5,6,6,0,0,0,0,6,0,7
369355,7,0,0,0,0,0,0,0,0,7,7,0,7,6,0,0,0,6,0,0,0,0,0,7,1
25133,7,7,7,7,7,7,7,7,6,7,7,0,7,7,7,7,7,7,6,5,7,7,7,7,7
41618,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,6,0,0,0,0
319259,7,7,7,7,0,6,7,7,2,7,5,7,7,6,1,7,7,7,7,0,6,7,4,7,7
109951,7,7,7,7,0,7,7,0,0,7,7,0,7,6,0,7,7,7,4,0,7,0,7,7,7
196689,6,0,2,6,6,0,6,2,6,7,6,6,7,6,0,2,7,6,0,6,6,6,6,7,4
107358,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,6,6,0,0,0,6
145720,6,7,6,6,6,0,0,0,6,7,0,4,7,4,4,7,5,4,0,4,7,4,3,4,4
331343,6,0,0,0,0,0,7,0,0,7,0,0,7,6,0,7,0,6,7,0,7,0,7,7,7
206741,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,6,0,6,0,6
263769,1,7,6,0,0,7,0,0,0,7,1,7,7,6,0,0,1,6,3,0,1,7,7,7,7
233154,7,6,7,5,5,7,5,7,7,7,7,5,6,7,4,7,5,7,6,7,7,7,5,7,5
157646,6,7,7,6,6,6,0,0,0,7,0,0,7,6,0,0,7,6,0,6,6,6,7,7,7
36947,7,0,7,0,0,0,0,0,0,7,0,0,7,6,0,0,0,6,0,0,0,0,7,7,7
371255,6,6,6,4,4,6,0,0,6,7,6,6,7,6,6,7,6,0,6,6,6,6,6,6,6
28364,6,0,6,0,6,6,0,0,0,0,0,6,7,6,0,7,6,0,0,6,6,0,0,0,6
298050,0,6,0,4,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0
6525,1,6,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0
119059,7,7,7,4,7,7,2,7,2,7,7,0,7,7,6,7,7,7,6,7,7,7,7,5,7
297245,0,7,7,7,7,7,7,0,7,7,0,0,7,6,7,7,7,7,6,0,7,7,7,7,7
408474,4,6,6,4,6,0,7,0,0,7,0,6,7,6,0,7,0,0,0,7,0,0,7,0,1
149670,6,6,6,6,6,0,6,6,0,7,6,6,7,6,0,2,6,6,0,6,0,6,6,7,6
283277,2,5,5,5,5,4,2,7,4,5,5,5,5,4,5,7,2,1,6,5,6,7,5,7,7
315749,0,7,7,6,0,7,0,0,6,7,0,7,7,6,0,7,0,6,6,0,7,7,0,7,6
119338,6,7,7,5,0,7,0,7,6,7,7,0,7,6,0,1,7,7,6,0,7,0,5,7,7
269869,6,0,0,6,6,0,0,0,0,7,6,6,6,6,0,0,6,6,0,0,7,7,0,0,7
348660,1,6,5,4,6,5,6,4,2,7,7,7,6,4,5,1,5,4,6,6,7,6,4,5,6
192050,7,0,7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7,0,7,0,7
308525,7,7,7,7,6,7,7,0,7,7,7,0,7,6,0,7,7,7,6,0,7,0,7,7,7
107811,7,7,6,6,5,5,6,5,0,7,2,3,5,6,2,7,0,6,5,6,6,2,7,5,6
48563,6,0,0,5,6,7,0,0,6,7,7,0,7,6,0,7,7,0,4,0,6,0,7,0,7
290676,6,6,6,6,4,6,6,6,6,7,6,6,7,6,7,7,7,1,0,6,6,6,6,5,6
210973,4,0,0,6,0,0,0,0,0,7,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0
254377,0,0,0,0,0,0,0,0,0,7,0,0,7,6,0,7,0,0,0,0,0,0,7,0,7
394540,6,7,0,7,0,7,2,0,6,7,7,0,7,6,0,7,7,6,6,0,6,7,1,7,7
1182,7,7,6,6,5,7,5,7,6,7,7,5,7,7,6,7,0,6,6,6,7,4,6,5,6
356547,6,7,7,5,7,0,7,0,0,7,7,0,7,6,7,7,7,7,0,0,7,7,5,7,7
226557,6,7,7,5,0,7,7,0,0,7,0,6,7,6,0,7,7,7,6,0,7,7,7,7,7
371584,6,7,6,6,4,6,6,7,0,7,6,2,7,6,1,7,7,1,6,0,7,7,5,7,6
165746,0,0,0,4,0,7,0,0,0,7,0,7,7,6,0,0,0,6,0,0,7,0,7,7,0
308942,6,7,6,6,6,7,6,0,0,7,6,0,7,6,0,7,7,6,7,0,7,7,7,7,7
198526,7,7,7,7,6,0,7,0,0,7,7,0,7,6,0,7,7,6,7,0,7,7,0,7,7
281688,0,0,6,6,0,0,7,0,0,7,0,6,0,6,0,0,0,0,0,0,6,0,7,0,7
281991,0,0,0,4,0,7,6,0,0,7,0,0,7,6,0,0,0,6,0,0,7,0,0,0,6
95782,6,4,4,4,4,4,1,6,4,5,4,4,4,4,6,4,5,4,4,6,6,4,4,5,6
340630,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,7,7,6,0,0,0,0,0,0,7
396567,5,5,6,4,4,6,6,5,0,6,6,6,6,4,6,4,5,5,4,5,7,6,1,7,5
212299,6,7,5,0,0,0,6,6,0,5,6,4,0,6,0,7,0,6,6,0,7,7,0,5,0
340147,6,0,0,6,0,0,0,0,0,7,0,0,7,6,0,7,7,0,0,6,6,0,7,7,6
201430,0,7,0,0,0,0,0,0,2,7,0,0,7,6,0,7,7,6,7,0,7,0,0,0,0
305965,0,0,0,5,0,0,0,0,0,7,0,6,7,6,0,7,7,0,0,0,7,0,7,0,0
79808,7,7,7,0,0,1,7,7,4,7,7,0,7,6,7,7,7,7,6,0,7,7,7,7,7
196629,0,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,0,0,0,0,7,0,7
250333,5,7,7,5,7,7,6,7,5,5,5,5,7,7,5,7,7,7,6,7,7,7,7,7,5
256597,6,6,6,4,4,4,2,0,6,7,6,5,6,6,7,7,2,6,6,6,6,7,3,6,6
382228,0,0,7,0,0,0,0,0,0,7,0,0,7,6,0,7,0,6,0,0,7,7,7,7,7
174858,0,0,0,0,0,7,0,0,0,0,0,6,7,0,0,0,0,0,0,0,6,0,7,0,7
177891,6,7,1,7,0,7,7,0,2,7,7,0,7,6,1,7,1,7,7,7,7,7,7,1,7
382337,0,0,7,0,0,0,7,0,0,7,0,0,7,6,0,7,0,4,6,0,0,0,6,7,7
20374,0,0,7,0,0,7,7,0,0,7,0,6,7,6,0,7,0,6,0,0,7,7,7,7,7
161371,1,1,6,3,6,6,6,1,1,7,4,1,5,6,6,1,1,1,6,6,7,7,6,5,5
214974,6,7,6,0,7,7,7,0,6,7,0,0,7,6,0,7,7,7,7,7,7,7,7,7,7
41757,5,7,5,7,6,7,6,0,7,5,5,5,5,6,6,7,5,5,5,5,7,7,3,5,7
156971,6,7,6,5,0,7,7,0,0,7,6,4,7,6,0,7,5,6,4,0,6,0,7,7,6
233833,5,0,7,6,6,7,7,0,0,7,0,6,7,6,0,7,7,6,0,0,6,6,7,4,7
122152,7,7,7,7,7,7,7,0,7,7,7,7,7,6,7,7,7,4,6,6,7,7,7,7,7
104845,7,7,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,6,7,0,7,7,7,7,7
117989,7,7,7,0,0,7,7,0,7,7,7,6,7,6,0,7,1,6,0,0,7,7,7,7,7
395918,0,6,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,7,0,0,0,0
188528,7,7,1,6,0,7,0,0,6,7,0,6,7,6,0,7,1,6,0,0,6,6,7,7,7
75697,1,7,7,0,1,0,7,7,6,7,2,5,2,6,7,0,0,6,6,6,7,7,7,5,7
287758,6,7,7,7,6,7,0,0,0,7,7,0,7,6,7,7,7,7,5,0,7,0,7,7,7
388157,0,0,0,4,0,7,0,0,0,7,0,0,7,0,0,0,0,6,0,6,7,7,0,7,0
337193,7,7,7,1,7,1,7,7,7,7,7,7,7,7,1,7,7,7,6,1,7,7,7,1,7
88976,7,1,6,4,4,7,4,1,6,7,6,6,1,4,6,1,1,4,4,1,6,4,7,5,6
89077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
208545,5,7,5,0,6,0,5,5,6,6,0,5,7,6,7,7,7,6,6,5,7,7,7,7,7
221178,6,6,6,0,6,7,6,6,0,0,6,6,7,6,0,0,7,6,5,5,6,7,6,7,6
117346,6,6,6,6,6,6,7,7,0,7,0,6,6,6,6,1,6,6,6,6,6,5,6,5,6
79077,7,0,0,5,5,0,5,0,0,7,0,4,7,6,5,7,6,6,6,6,7,7,5,0,7
273094,6,0,0,6,6,6,0,0,6,7,7,0,7,6,0,7,0,0,7,6,6,0,0,7,7
252348,6,6,7,7,0,7,6,0,1,7,7,0,7,6,7,7,7,0,0,6,7,6,0,0,7
90426,2,7,3,1,7,7,0,7,7,7,5,1,7,7,1,7,1,7,6,7,7,7,7,7,7
283258,7,6,1,6,0,6,0,0,6,7,7,6,7,6,0,1,5,1,0,6,6,7,0,6,5
273775,0,7,7,0,0,7,7,0,7,7,0,0,7,6,7,0,7,6,0,0,7,7,7,7,7
374215,6,0,0,0,0,0,0,0,0,0,0,0,7,6,0,7,0,6,0,0,7,0,0,0,7
96698,6,7,3,7,2,7,2,2,2,7,7,6,2,6,6,7,7,6,7,0,6,2,7,7,6
167173,6,7,6,1,4,4,6,6,6,6,4,4,6,4,4,5,4,4,4,4,6,4,4,2,4
130388,6,7,7,7,0,7,7,7,6,7,7,6,7,6,0,7,7,6,0,0,7,0,4,7,7
178146,5,7,7,7,5,6,5,7,6,7,7,6,7,6,7,7,1,7,6,0,7,2,3,7,7
39895,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
384104,2,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
228474,6,0,5,4,6,7,6,3,1,0,0,6,5,5,5,5,7,5,5,6,6,5,7,5,7
176551,2,4,7,5,5,3,2,5,5,5,5,2,2,2,4,2,2,4,2,5,2,4,7,2,2
296638,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,4,0,0,0,0
45188,6,6,4,4,4,0,6,4,2,6,4,5,4,4,6,4,2,7,4,4,7,4,6,6,4
26902,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,2,4,4,4,4,4,6
42841,4,7,7,4,5,6,2,7,5,7,0,4,7,7,4,6,5,2,6,5,7,7,3,7,6
272249,4,1,4,5,4,4,4,1,4,5,4,4,4,4,4,4,4,4,2,4,4,4,4,5,4
287909,7,4,5,5,4,5,5,5,5,5,5,6,4,4,5,7,5,4,5,5,5,4,5,5,5
59805,5,5,4,5,5,5,5,4,5,5,5,5,2,5,4,4,4,3,2,5,5,4,4,5,5
107254,5,1,4,5,5,1,3,5,1,5,5,5,4,5,5,1,5,5,5,4,5,5,7,5,5
201942,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
120120,7,7,7,0,0,0,2,0,0,7,2,5,2,7,3,7,7,7,3,0,7,2,3,7,7
397229,7,1,5,5,4,5,7,5,5,5,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4
115633,4,4,4,6,6,4,6,4,6,5,6,4,4,4,4,4,2,4,4,5,4,4,4,6,4
184350,6,5,5,5,6,5,4,6,2,5,4,6,4,5,6,7,4,5,4,4,7,4,6,6,4
138385,2,7,7,5,5,7,5,7,5,5,3,5,5,4,2,5,7,5,6,6,6,5,5,5,2
77750,5,4,4,4,4,6,4,4,2,5,4,4,4,4,4,2,5,4,3,5,2,4,4,4,4
111170,5,7,7,5,7,7,7,7,5,7,7,7,7,7,7,7,5,4,6,6,7,7,7,5,7
392489,5,6,5,5,5,7,5,5,0,5,5,4,5,5,2,5,5,5,4,4,5,5,7,6,5
303798,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,2,4,4,4,4,4,4
144565,5,4,5,5,4,4,5,4,0,0,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5
69533,4,1,4,6,0,0,4,4,2,7,4,6,6,4,4,4,4,4,0,4,2,4,4,6,4
98765,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4
269091,4,1,3,5,1,1,4,1,5,1,1,1,4,7,1,4,5,5,1,5,3,5,5,5,4
245297,5,6,4,4,5,5,5,6,6,5,3,4,5,4,6,5,2,3,4,5,2,2,3,5,4
258319,4,3,4,6,4,4,4,4,4,6,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4
409162,6,3,4,5,6,6,4,1,6,5,6,6,2,4,1,2,5,4,6,6,7,6,5,6,6
190719,4,6,6,4,6,6,6,4,0,7,6,6,7,6,6,7,0,4,6,4,6,6,4,6,6
236126,2,1,5,2,3,2,2,2,3,5,3,2,5,5,2,3,2,4,6,1,1,5,3,7,5
74644,7,3,6,5,5,5,5,5,5,0,6,4,0,5,5,5,4,5,2,5,6,5,3,0,4
291106,5,4,4,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,5,5,4,5,6,5
189381,1,1,1,6,4,4,6,5,6,5,4,5,1,4,4,4,5,5,4,5,1,5,4,1,4
364578,6,4,6,3,4,4,4,5,6,5,7,4,5,4,4,7,4,3,6,4,4,3,2,2,4
158177,0,0,5,0,0,0,4,0,0,0,0,6,7,6,5,4,5,4,0,4,6,0,0,0,0
131855,3,5,6,4,4,4,5,4,5,6,5,4,4,4,4,4,4,4,4,5,4,4,4,5,4
24595,7,7,7,0,6,7,0,7,0,7,6,5,7,5,7,2,0,2,0,0,7,7,7,6,7
7964,7,6,7,4,6,4,6,7,4,7,7,4,7,4,4,7,7,7,7,4,6,2,7,7,6
103948,2,4,2,2,2,2,2,3,2,0,2,2,2,2,2,4,2,5,5,2,3,2,4,2,2
398317,7,1,6,4,4,7,0,1,6,7,6,1,7,7,6,4,1,4,4,6,7,6,7,1,7
246588,5,4,6,6,4,6,4,4,0,7,7,4,6,4,4,4,5,4,4,4,6,6,4,4,4
105709,6,1,0,4,4,4,4,4,5,6,1,4,1,1,4,7,4,4,0,4,4,4,4,7,5
351665,4,6,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
375444,6,7,7,6,7,7,6,7,6,7,6,6,7,6,1,7,7,7,6,7,7,6,6,5,7
174914,4,2,2,2,2,2,5,7,2,5,2,5,4,2,2,7,2,5,2,4,3,2,7,4,6
231828,2,4,4,4,4,4,4,2,2,4,4,2,4,4,4,4,4,4,4,3,4,4,2,2,4
167169,0,7,6,0,6,1,0,1,1,0,1,1,7,6,4,4,1,0,0,6,7,0,0,0,1
92416,4,7,4,4,4,4,4,6,4,7,4,4,4,4,5,5,4,4,4,5,4,4,4,6,4
343358,4,5,7,4,6,7,4,4,0,5,4,4,4,4,4,4,4,5,4,6,4,4,3,4,4
293340,1,7,6,4,6,6,6,6,6,7,6,6,6,6,0,4,7,4,4,6,1,6,6,6,4
23664,5,7,5,4,5,6,4,5,6,5,5,5,5,5,4,5,5,3,6,5,5,5,4,7,4
318165,6,4,6,6,6,7,7,0,7,7,4,4,4,7,0,7,5,5,5,0,6,5,6,6,6
323023,5,5,7,5,5,7,5,5,5,7,5,5,5,5,5,7,5,5,5,6,5,5,7,5,5
413928,4,4,6,0,4,4,4,6,2,0,4,5,4,4,4,4,4,4,4,4,4,4,4,0,7
337120,1,2,1,1,1,1,3,4,1,1,1,1,5,3,1,1,1,5,3,2,3,2,5,1,1
314214,2,7,3,5,5,1,6,7,1,7,7,5,1,7,6,7,2,1,4,6,7,7,1,1,7
