filePath,participant0,participant1,participant2,participant3,participant4,participant5,participant6,participant7,participant8,participant9,participant10,participant11,participant12,participant13,participant14,participant15,participant16,participant17,participant18,participant19,participant20,participant21,participant22,participant23,participant24
1003/14f1a380981e34ae15f0f8fb01c7699b02e2d9a9bfa38459fab6807e.jpg,-0.25,-0.25,0.0,-0.25,-0.25,0.0,-0.5,-0.25,0.0,-0.25,-0.75,0.25,-0.5,-0.25,-0.25,0.0,0.0,-0.25,-0.25,-0.5,-0.5,-0.25,0.0,-0.25,-0.25
958/166c87b56b273f55d461fabc29d22d8947cb98cfbd7a4cd824c52011.jpg,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,-0.25,-0.5,0.0,-0.5,-0.25,-0.5,0.0,0.0,-0.25,-0.25,0.0,0.25,-0.5,-0.5
507/169d8c137768688f06913efa7bcd6afbb621d6114b4b33a0cc76fe28.jpg,-1.0,-1.0,-0.75,-0.75,-0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,-0.5,-1.0,-1.0,-0.75,-1.0,-0.75,-1.0,-0.75,1.0,-0.75,-0.75,-1.0
491/1965228b1c96ddfac6567f507c9d32f0d14c65a5f83fb0a1c62e00fa.jpg,-0.25,0.0,0.5,0.25,-0.25,0.0,-0.5,0.0,-0.25,-0.5,0.0,-0.25,0.25,-0.25,0.25,0.5,0.25,0.0,-0.5,-0.5,0.25,0.0,0.25,-0.25,-0.25
1199/2149ccd9ea7d645a859b714e0acdb9a002edcec04aa590c83f080063.jpg,0.0,0.0,-0.5,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.75,0.0,-0.25,0.0,-0.25,-0.25
514/217798d43aec1e0b7eb7d4054c0bf9eb90723a743eb5dd5856adf2e2.jpg,-0.75,-0.5,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.75,-0.5,-0.25,-0.5,0.0,-0.5,-1.0,-0.25,-0.25,-0.25,0.0,-0.5,0.25,-0.75
270/26b9dc4ef2ec30469d3ebb88b56d37e801df76e32e74b2562e365924.jpg,0.0,-0.25,0.0,0.0,-0.25,-0.25,-0.25,-0.25,0.0,-0.5,-0.5,-0.25,-0.5,0.25,0.0,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,0.0,-0.25,-0.5,-0.25
431/2acea43880be0650c5057f6f1a756b5f160297c19f57d607b4c48f0d.jpg,0.25,0.5,0.0,0.0,0.0,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.0,0.25,0.25,0.5,0.75,-0.5,0.25,0.25,0.25,0.25,0.5,0.25
1002/2c6e566bc85b7e9c8741cdb109e986273481ec8daca760224392feec.jpg,-0.25,-0.5,-0.5,-0.75,-0.25,-0.5,-0.25,-0.5,-0.75,-0.25,-0.75,-1.0,-0.5,-0.25,0.0,-0.75,-0.5,-1.0,-0.5,-0.25,-0.5,0.25,-0.25,-0.5,-0.75
1262/2ce49f57c1674aac59c4d86f8de5eeeffdb48147a1a23031489d2b44.jpg,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,-0.25,-0.5,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,-0.75,0.25,0.0,0.0,0.0,-0.25
1236/2ef441c3b645250f0dcf62bea60dff255b45aa2e20f4c061453eaef2.jpg,0.0,0.0,-0.5,0.0,-0.25,0.0,0.0,-0.25,0.0,-0.75,-0.75,0.5,-0.25,0.0,-0.25,-0.25,-0.5,0.0,-0.25,-1.0,-0.25,-0.25,-0.75,-0.75,-0.25
419/2f04e40897d327621ab9308146e260d0c0468c3271b94b3412d8dca1.jpg,-0.25,-0.25,-0.25,0.0,0.0,-0.25,-0.5,-0.25,0.0,-0.25,-0.75,-0.5,-0.5,0.0,-0.25,-0.25,0.0,0.0,-0.75,-1.0,-0.25,-0.25,-0.25,-0.5,0.25
744/30997fd75970a80a2c37e5acff888ff05b25e39d88276a09aecd9d34.jpg,0.0,-0.25,0.0,-0.25,0.0,-0.25,-0.5,0.0,-0.75,0.0,-0.25,-0.25,-0.25,0.0,-0.25,0.0,-0.5,0.0,-0.5,-0.25,-0.25,0.0,0.25,-0.5,-0.5
1053/343e833e11386304d5bd4a2896d7e609975854bc1029a789604cd27e.JPG,-0.25,-0.25,0.0,0.0,-0.5,0.0,-0.25,-0.25,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,-0.25,-0.25,-0.5,-0.5,-0.5,-0.25,0.0,0.0,-0.25,-0.5
628/35744893062e5b4c43813a7345bf66e2f4541c36f3f4df4eb7e369a8.jpg,-0.25,0.0,-0.25,-0.25,0.0,0.0,-0.25,-0.25,0.0,-0.25,-0.25,0.25,-0.5,0.0,-0.25,0.0,-0.5,0.0,-0.25,0.0,0.25,0.25,-0.5,0.0,-0.25
857/3676739153d0cc3739dedcc12b6a0e39e1bd31b55f8c10c25f65b1dc.jpg,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,0.25,0.25,0.0,-0.25,0.0,-0.25,0.0,-0.25,0.25,0.5,0.0,-0.25,-0.5,-0.25
1285/3ce9df4b50535bee8eee1bd8d8066b62ebbb8845b4b9f5b77f996670.jpg,-0.25,-0.25,0.0,-0.25,0.0,0.0,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5,-0.25,-0.25,-0.25,0.0,-0.25,-0.5,-0.75,-0.25,0.0,-0.25,-0.5,-0.75
681/3d8fe251745e2ddb999665555b71944cdec0560a3f1c3561e301c90d.jpg,0.0,-0.25,0.0,0.0,-0.75,0.0,-0.5,-0.25,0.0,-0.25,-0.75,0.25,-0.5,0.0,0.0,0.0,-0.5,0.0,-0.25,-0.5,-0.25,0.0,0.0,0.0,-0.25
953/43b1d1d0ae7fdc7eace4fc5a87ed6cc8ae6cb53227f80454baefa912.jpg,-0.25,-0.5,-0.5,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,-0.5,-0.5,-0.25,-0.5,-0.75,-0.75,-0.25,-0.75,-0.5,-0.75
802/46141e7e1749c1913372f8854f6f7525cbd5c2c73653e917b4cce7ec.jpg,0.0,-0.25,0.0,-0.25,0.0,0.0,-0.25,-0.25,-0.5,-0.5,-0.75,0.25,-0.5,0.0,-0.25,0.0,-0.25,0.0,-0.5,-0.5,-0.25,0.0,-0.5,-0.25,-0.5
653/46ebb3c5a4047e72c4798633181e5c1eb6889ce2dfc942fc20a580ca.jpg,-0.5,0.0,0.0,-0.25,0.0,0.0,-0.25,-0.25,-0.5,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,-0.25,-0.25,-0.75,-0.5,-0.5,-0.25,0.0,-0.25,-0.25,-0.25
1230/51df5f51d6149b0b7d264555df4681f205bd3aabfaa1ea4fc22cde01.png,0.0,0.0,0.0,-0.25,0.0,0.25,0.0,0.0,0.0,0.25,-0.25,-0.25,0.5,0.0,-0.25,0.0,-0.5,-0.25,0.0,0.0,0.25,0.0,-0.5,-0.25,-0.25
1290/52159fdf5e42f94d55ae19dab7e0e6109d5acb0afd7525c3fc73a6ab.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.5,-0.5,0.0,-0.5,0.0,-0.25,-0.25,-0.5,0.0,0.0,-0.5,-0.5,0.0,-0.5,-0.5,-0.25
803/59b7e900c58a8b53d61c114dfea76224603abf4f5c194c26b642b43e.jpg,0.0,-0.25,-0.25,-0.25,-0.25,0.0,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,0.0,-0.5,-0.75,-0.75,-0.75,-0.5,-0.25,-0.75,-0.5,-0.5
404/6078f5f62ce579306ac140816a832923976a48a7b85aa8e6b4ae2cc6.jpg,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.25,-0.5,-0.25,0.25,0.0,-0.25,-0.25,0.0,-0.75,-0.25,-0.25,-0.25,-0.5,0.25,-0.5,-0.25,-0.25
120/608cbba837a4299f09a91056d663c78eeb490dcbe4ba7f3a8ec67125.jpg,-0.25,0.25,0.25,0.0,0.0,0.25,-0.25,0.0,0.25,-0.25,-0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.25,-0.25,-0.25,-0.25,0.5,0.5,-0.5,0.0
514/66b7e182942c95aa9723a6e3127f3a337d5ca8b73f4395795b5d79fa.jpg,-0.75,0.5,0.0,0.5,0.25,0.5,1.0,-0.5,-0.75,-0.75,0.25,-0.5,-0.5,0.0,-1.0,-0.75,-1.0,-1.0,-0.75,-0.5,0.25,0.75,-0.75,0.5,-0.5
923/66c0f869ce5788ff7d9f8294fe8dd862e7b02636ee5f7f9c1f49204d.jpg,0.0,-0.25,0.0,-0.25,-0.25,0.0,0.0,-0.25,-0.5,-0.5,-0.25,-0.5,-0.5,-0.25,-0.25,-0.75,-0.5,0.0,0.0,0.0,-0.5,-0.25,-1.0,0.0,-0.75
658/68f3335a8e9483633fca2046653ff0587363012bd97630a35e67fdbf.jpg,-0.25,-1.0,-1.0,-0.75,-0.25,-0.5,-0.75,0.0,-0.75,-0.75,-0.75,-1.0,-0.75,0.0,-1.0,0.0,-1.0,-1.0,-0.75,-0.5,-0.5,0.5,-0.75,-0.25,-1.0
136/6db96fbe192d135661d34b6268e2d1b8e882e5ed106eab73a953564f.jpg,-0.25,-0.5,0.0,0.0,0.0,-0.25,-0.5,-0.5,-0.75,-0.75,-0.5,-0.5,-0.5,0.0,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,-0.25,-0.5
696/72621a7190303855b816423ae6e4fdaf2d07cd6ce288be4b7f6d3ea9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.5,0.0,0.0,-0.5,0.0
1019/729f82d33af2016fdccb475faf452f378e7a410b1a8333676b1bace7.jpg,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,-0.5,-0.25,0.5,0.25,0.0,0.5,0.25,0.5,0.5,-0.25,0.0,0.5,0.5,0.5,0.25,0.25
587/77ff6cdbaef5d2ece84fdda5cc8a87ed86a8e2ebf4325497b44f7529.jpg,-0.5,-0.5,0.5,-0.5,-0.75,0.25,1.0,0.25,-1.0,-0.75,-0.5,0.75,-0.75,0.0,0.0,0.25,-0.75,-1.0,-0.75,-0.5,-0.5,0.5,-0.75,-0.5,-0.5
673/7c1ed61d2e9fab3bcc7795b2594561550a9ac61b507045e3eb19e33d.jpg,-0.25,-0.25,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.5,0.0,-0.25,0.0,0.0,-0.25,-0.25,-0.25,-0.25,0.0,0.0,-0.25,0.0,-0.25,0.0,-0.5
1262/7e046b353eb0fc4d1d38e0485e3277be2217c4c3cd186adb077f1a05.jpg,0.0,0.0,0.0,0.0,-0.25,0.0,-0.25,-0.25,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.25,1.0,-0.25,-0.5,-0.25,-0.25,0.25,-0.5,-0.25
749/8274cb037f8eb161b52cb29373f023882f3e60fe42b81399e65b9c53.jpg,-0.25,-0.5,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,-1.0,-0.25,-0.5,0.0,-0.5,-0.25,-0.5,0.0,-0.75,-0.5,-0.75,-0.5,-0.75,0.0,-0.5,-0.75,-0.5
985/86ec39d20daf806d36766db6c40082be8fbe3003e033e7d379527d7b.jpg,-0.25,-0.25,-0.25,0.0,-0.25,0.0,0.0,0.0,-0.25,-0.25,-0.75,0.0,-0.5,-0.25,-0.5,0.0,-0.25,0.0,-0.5,-0.5,-0.25,0.0,0.0,0.0,-0.5
966/8d9c2e099c33f2d70786178c1b4220c50285b8a53866890bf010322a.jpg,-0.25,0.0,0.0,-0.25,0.0,0.0,-0.25,0.0,-0.75,-0.5,-0.5,-0.25,-0.5,0.0,-0.75,0.0,-0.25,-0.25,-0.75,-0.5,-0.25,-0.25,0.0,-0.25,-0.5
627/8fb2562aa5b7b8cde305998a29c4e6451b6404ca4ae5eb1a793c21d6.jpg,-0.25,-0.5,-0.25,0.0,0.0,0.0,-0.5,0.0,-0.25,-0.25,-0.75,-0.25,-0.5,-0.25,-0.25,0.0,-0.5,-0.25,-0.25,-0.75,-0.25,0.0,-0.5,-0.25,-0.5
1016/90de1f436fe1985749c4a29b74127d0e96bbe181c2d09eab9ef16a73.jpg,-0.25,-0.25,0.0,0.0,-0.25,0.0,-0.25,-0.25,-0.25,-0.5,-0.75,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5,-0.5,-0.5,0.25,-0.25,-0.5,-0.5
893/924e4c5fe7ec4eb5792eba75489115ad1ab286f6e0b143ae041be077.jpg,0.0,-0.5,0.25,0.0,0.0,0.0,0.0,-0.25,0.0,-0.25,-0.5,0.0,-0.25,0.0,0.0,0.0,-0.5,-0.25,-0.25,0.25,0.25,0.5,-0.25,-0.5,0.0
1282/93f3f58de7b763679d9d0b5c59a0693f6e2493a8599b7f6329fe6476.jpg,-0.25,-0.5,-0.25,-0.25,-0.25,0.0,0.0,-0.25,0.0,-0.5,-0.75,-0.25,-0.25,0.0,-1.0,-0.25,-0.5,-0.25,-0.5,-0.5,-0.25,0.0,-0.25,-0.5,-0.75
751/941c083674f3680bf32d3a2ce008a61c1828595794d7f61f58941623.jpg,0.0,-0.25,0.0,-0.25,-0.5,0.0,0.0,-0.5,-1.0,-0.75,-0.5,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.75,-0.5,-0.25,-0.5,-0.5,-0.75,-0.5
999/9950cab5224f5edd2455a78e2bf580a879bdb80dc5ca250c9dd33e85.jpg,-0.5,0.0,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,0.0,-0.25,-0.75,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.25,0.0,-0.25,-0.5,-0.5
346/99bd951614fa74eefdc91b62411db9fa480c9533c67b5bd7a2dad154.jpg,0.0,-0.5,0.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,0.0,-0.5,-0.25,0.0,-0.25,-0.5,-0.25,-0.75,-0.5,-0.25,0.0,-0.5,-0.5,-0.75
352/9a19a1215f2e8420ff2a1094e2e9889f33244737ac2de2edf92ef74a.jpg,-0.25,0.0,-0.25,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.25,0.0,-0.5,-0.25,0.5,-0.75,-0.25,-0.25
651/9c29b6e19767f9bde2db2cfdb553d082b54226de638238f3a3616e69.jpg,-0.25,-0.25,-0.25,0.0,0.0,0.0,-0.5,0.0,0.0,-0.75,-0.5,-0.25,0.0,-0.25,-0.5,0.0,-0.25,0.0,-0.25,-0.25,-0.25,0.0,-0.25,-0.25,-0.5
179/a1c1c62324c2dd9e09faad196dd15322dfb05fac1ecd4039b6b08e92.jpg,1.0,1.0,0.25,0.5,0.75,0.5,1.0,0.75,0.0,0.75,0.75,0.25,-0.25,1.0,1.0,1.0,-0.75,1.0,0.75,1.0,0.5,1.0,1.0,-0.5,0.75
675/a30cab638ffe8f5178aed65448153b634f03ca38870d86f68d18476b.jpg,-0.25,-0.75,0.0,-0.5,-0.25,-0.25,-0.25,-0.25,0.0,-0.5,-0.75,-0.5,-0.5,-0.5,-0.75,-0.5,-0.75,-0.75,-0.5,-0.75,-0.25,-0.75,-0.5,-0.75,-0.5
645/a5b25d3c8feb3ea7bfd71c095689d4c573fd56715aef9dad058abf7b.jpg,-0.25,-0.75,-0.25,-0.25,0.5,-0.25,-0.75,-0.5,-0.75,-0.5,-0.5,-0.5,-0.5,0.0,-0.25,-0.25,-0.25,-0.5,-0.75,-0.5,-0.25,-0.25,-0.5,-0.25,-0.75
959/a6351000fc389296e8b5065dfa0b014c7309203b80b1f22bbce233f3.jpg,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.5,-0.5,0.0,-0.25,-0.25,-0.25,0.0,-0.5,0.0,-0.25,0.0,-0.5,0.0,-0.25,-0.25,-0.5
908/ab110bce425866fb081c6dca22be2adaa8c789bdc71273e7c2a7b42c.jpg,0.0,-0.25,-0.25,0.0,-0.25,0.0,0.0,0.0,0.0,-0.75,-0.5,0.25,-0.25,0.0,-0.25,-0.5,-0.5,0.0,-0.25,-0.25,0.25,0.0,-0.25,-0.25,-0.25
427/abad3f7022e6e5bcb55ddd9ea4d4d1872c8074cb4ed7056bd81b8c67.jpg,-0.25,0.0,0.0,0.0,0.25,0.0,0.0,-0.25,0.0,0.0,-0.5,0.0,-0.5,-0.25,-0.5,0.0,-0.25,0.0,-0.5,0.25,0.25,0.0,0.25,-0.5,-0.25
487/ae8994751a320fa8234796ebf9b5f680f22adce1f53fd3f2d272f5f7.jpg,-0.5,-0.25,-0.75,-0.25,-0.25,0.0,-0.75,0.0,-0.25,-0.75,-0.25,-0.25,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25,-0.5,0.5,0.25,0.25,-0.5,-0.5,-0.5
1324/b393fc83cb9b4e397b4d8ade54a6867e2eb4a87414e2d446f5bbeed6.jpg,0.0,-0.5,-0.25,-0.25,0.0,0.0,-0.25,0.0,0.0,-0.5,-0.5,-0.25,-0.5,0.0,0.0,-0.5,-0.5,0.25,-0.5,-0.5,-0.25,0.25,0.0,0.0,-0.25
712/b5e7ef740811bf412467fd6772343c6f4f01732266e044e46f57cf05.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.5,-0.5,0.0,-0.25,0.0,-0.25,-0.25,-0.5,0.0,-0.5,-0.5,0.25,-0.25,0.25,-0.25,-0.25
650/b62f76c8e749c1fa137222895c76de887eb05ddc34a38ca5c2723d55.jpg,0.0,0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,-0.25,0.25,0.0,0.0,-0.25,-0.5,-0.25,-0.25,0.0,0.25,0.0,-0.5,0.0,-0.25
191/b75e024a5c9a319270b8b43fade787a8a2c7c6cd5d86f277beb07943.jpg,0.0,-0.25,0.0,0.0,-0.25,0.0,-0.25,-0.5,0.0,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,0.0,-0.75,1.0,-0.5,-0.25,-0.5,0.0,-0.75,-0.5,-0.25
821/b7eea32f1e6b93ddfbd8685583e49fff4cae75fc072a529f46bf46af.jpg,-0.25,-0.25,0.0,0.0,-0.25,0.0,0.0,-0.25,0.0,-0.75,-0.25,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.75,-0.25,-0.25
981/b8dde0327c5533d6adb299462b40f9ca3ade4828c6860a8659041a75.jpg,-0.25,0.25,0.25,0.0,0.25,0.25,-0.5,0.0,0.25,0.25,0.25,-0.25,0.25,0.25,-0.25,-0.25,0.25,0.25,-0.25,0.0,0.5,0.5,0.25,0.25,-0.25
700/bb024e6b21194fd79531632dcfda0abf609b8a3fb443731be2c697e2.jpg,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,-0.5,-0.75,-0.25,-0.25,0.0,0.0,-0.25,0.0,-0.25,-0.5,-0.25,-0.25,-0.25,0.0,-0.25,-0.5
871/bb11a8fa90df96653084dd961ab45c8e39208b77ce29d9d8f0bed3ba.jpg,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,-0.25,0.0,-0.25,0.0,-0.25,-0.25,-0.25,0.0,-0.25,-0.5,0.0,0.0,-0.25,0.0,-0.25
501/c6008f32645398d132b360f11e4bfbffb1eec1a30527a4411473f81e.png,-0.25,-0.25,0.0,-0.25,-0.5,0.0,-0.5,0.0,0.0,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,0.0,-0.5,0.25,-0.25,0.0,-0.25,0.0,0.25,0.25,0.25
658/c7d13936baf18a56b887bdad532c067b96182b0bdab7b5311e2130e1.jpg,0.0,-0.25,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,-0.5,-0.5,-0.5,-0.25,0.0,0.0,-0.5,-0.5,0.0,-0.25,-0.5,-0.25,0.0,0.0,-0.25,-0.75
426/c817be58a5c9463815fa1eeb1af2bf2d36804649de332d0f73cc11ac.jpg,-0.25,-0.25,0.0,-0.25,0.0,0.0,-0.5,-0.25,0.0,-0.25,-0.5,-0.25,-0.5,0.0,-0.25,0.0,-0.25,-1.0,-0.25,-0.5,-0.25,0.0,-0.5,-0.25,-0.5
951/c8b5f38f37f6e37481479055385d50094e5e7d06fe8dd1dd50a0889d.jpg,-0.25,-0.5,0.0,-0.25,0.0,-0.25,-0.25,-0.25,0.0,-0.5,-0.75,0.0,-0.5,-0.5,0.0,0.0,-0.25,0.0,-0.5,-0.25,-0.25,0.0,-0.25,-0.25,-0.25
487/ce7fca8410ad3a7512143d17912d6ad2e8d7b5521e1024e7d9b4ad7e.jpg,0.0,0.0,0.0,-0.25,0.0,-0.25,0.0,-0.25,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.5,-0.75,-0.25,0.0,-0.5,-0.5,-0.25
1323/cf493dec2ad64768d0b0852f46e94bcaaf0825e4fbc39003d41eb024.jpg,-0.25,-0.25,0.0,-0.5,-0.25,0.0,-1.0,0.0,-0.5,-0.75,-0.5,-0.25,-0.25,0.0,-0.75,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.25,-0.25,-0.5
394/d60f2f535ebcf6948b8e34cbcefb1e0c8c07fafb63f495297cd3c542.jpg,-0.5,-0.5,-0.25,0.0,-0.5,-0.5,-0.25,-0.5,-0.5,-0.75,-0.75,0.0,-0.25,-0.25,-0.75,-0.25,-0.5,-0.75,-0.5,0.0,-0.5,0.0,-0.5,-0.5,-0.25
1307/d69466ef2400423c2b6740ee087052441c5aff4c55f37ae10d736b89.jpg,-0.25,0.0,0.25,0.0,0.25,0.0,0.25,-0.25,0.0,0.0,0.25,0.25,-0.25,0.25,0.25,0.25,0.5,0.0,0.25,0.0,0.25,0.25,0.5,0.5,0.25
1217/d74a44ce23bbef77ee5c4826d2a1779121c354f83e0cc6c39f3457a2.jpg,-0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.25,-0.25,0.25,0.0,0.0,0.0,0.0,-0.5,-0.25,-0.25,0.5,0.0,-0.25,-0.25,0.25
1053/d9b9abf29a8a4078811b7cfa026d4788c2877e437acfb561df8316ef.jpg,0.0,-0.25,-0.5,0.0,-0.75,-0.25,-0.5,-0.5,0.0,-0.5,-0.5,-0.25,-0.5,-0.25,-0.75,-0.5,-0.5,-0.5,-0.75,-0.25,-0.5,0.0,-0.25,-0.5,-0.75
387/def133439341eb38189ec3524fa1f83a30ff55ae3585d55260476409.jpg,-0.25,-0.25,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.5,-0.5,0.0,0.0,-0.25,0.0,-0.25,-0.25,-0.25,-0.25,-0.5,0.0,0.0,-0.5,-0.75,-0.5
503/e4772cb8c690f524c9afa83a4b86fd534cac30925668b1fdc3037f70.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,0.0,0.0,0.0,-0.25
335/e538032cf85aed3a8baaf2b6d1de4b35a9c63676c52684939f2474db.jpg,0.0,-0.25,0.0,-0.25,0.0,0.0,0.0,0.0,-0.25,-0.5,-0.25,-0.25,-0.25,0.0,0.0,0.0,-0.25,0.0,-0.25,-0.5,-0.25,0.0,0.0,0.25,-0.5
1203/e671ec8060154be139f53f7ab38f4e8298158741cf634f58592192d0.jpg,0.0,0.25,-0.25,0.0,0.0,0.0,0.25,0.0,0.0,-0.25,0.0,0.0,-0.25,0.25,-0.5,0.0,-0.5,0.75,-0.25,0.5,-0.25,0.25,0.25,0.0,-0.25
