row_number,participant0,participant1,participant2,participant3,participant4,participant5,participant6,participant7,participant8,participant9,participant10,participant11,participant12,participant13,participant14,participant15,participant16,participant17,participant18,participant19,participant20,participant21,participant22,participant23,participant24
151814,0.5,0.25,0.25,0.25,0.75,0.5,0.0,-0.25,-0.25,0.25,-0.25,0.5,-0.75,-1.0,-1.0,-0.5,0.25,0.25,0.0,-1.0,0.0,-0.25,0.25,0.25,-0.75
175930,-0.5,0.0,-0.75,0.25,-0.25,0.25,-0.25,-1.0,-0.5,-0.5,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.5,-1.0,0.25,-0.75,-0.5,-0.25,-0.25,0.0,-0.25
174087,-0.5,0.0,0.0,0.5,0.25,0.0,-0.25,-0.75,0.0,-0.5,-0.75,0.0,-0.5,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.75,0.0,-0.25,-0.5,-0.25,-1.0
304449,-0.5,0.25,0.0,0.5,0.5,0.25,0.5,-0.75,0.25,0.0,-0.5,0.25,0.25,-0.75,-0.75,0.25,0.25,0.0,0.0,-0.5,0.0,-0.25,0.0,0.25,-0.25
249164,-0.5,0.0,0.0,0.25,-0.25,0.25,-0.25,-0.25,0.5,0.0,-1.0,0.25,0.25,0.0,-1.0,0.25,0.25,0.5,0.0,0.25,0.25,-0.25,0.5,0.25,0.25
82453,-0.5,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.25,-0.5,-1.0,0.5,-0.25,-1.0,-1.0,-0.25,0.25,-1.0,0.0,-0.75,0.0,-0.25,0.0,-0.5,-1.0
264570,0.25,0.25,0.5,0.75,0.5,0.0,0.5,-0.5,0.0,0.5,0.0,0.25,0.25,0.0,-1.0,0.0,0.5,-0.25,0.5,-0.25,0.5,-0.25,-0.75,-0.25,-0.75
105642,-1.0,0.0,0.5,0.5,0.25,0.25,0.0,-0.75,-0.5,0.0,-0.75,0.25,-0.25,-1.0,-1.0,0.0,0.0,0.5,-0.75,-0.5,-0.5,-0.25,0.25,0.0,0.0
165964,-0.5,0.0,-0.5,0.5,0.75,-0.25,0.25,0.25,-0.25,0.0,0.0,0.5,0.5,-0.75,0.75,0.5,0.25,-0.75,0.0,-0.75,0.25,0.0,0.75,0.25,-0.25
215051,0.5,0.5,0.75,1.0,0.75,1.0,0.75,0.5,0.75,0.5,0.5,0.5,0.5,-0.5,-0.75,0.75,0.75,0.25,0.0,0.25,0.0,0.0,0.5,0.25,-1.0
402987,1.0,0.0,0.5,0.5,0.75,0.25,0.25,0.5,0.25,0.5,0.0,0.75,0.25,-0.5,-0.25,0.5,0.5,0.25,0.0,0.25,0.75,0.0,0.5,-0.25,0.25
357629,-0.75,0.0,-0.5,0.25,-0.75,0.0,0.0,-0.5,-0.75,-0.5,-1.0,0.0,0.0,-1.0,-1.0,-0.5,0.0,-1.0,0.0,-0.25,0.25,-0.5,-0.75,-0.5,-1.0
242006,0.75,0.25,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.75,0.0,0.0,0.25,0.75,0.75,0.25,0.25,0.75,0.25,0.75,0.25,0.25
121950,0.75,0.25,0.25,0.25,0.75,0.25,0.25,-0.5,0.25,-0.25,0.0,0.25,0.5,-0.5,-0.5,-0.5,-0.25,-0.75,0.0,0.25,-0.5,0.0,-0.5,0.25,-0.25
164171,-0.75,0.0,-0.75,0.25,-0.75,-0.5,0.0,-0.75,-1.0,0.0,-0.75,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-0.25,-0.5,0.0,-0.25,-0.5,0.0,-0.5
313549,0.5,0.25,0.25,0.5,0.75,0.5,0.5,0.75,0.25,0.25,0.25,0.5,0.5,-0.25,0.25,0.75,0.5,0.5,1.0,0.25,0.5,0.25,0.0,0.5,0.25
404311,0.25,0.0,0.0,0.75,0.5,0.25,0.5,0.75,0.5,0.25,-0.5,0.25,0.75,0.0,1.0,0.25,0.25,0.5,0.5,0.5,0.25,0.0,0.0,0.25,-0.25
102088,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.75,1.0,1.0,0.5,1.0,1.0,0.5
149847,-0.5,0.0,-0.75,0.5,-0.25,0.0,0.0,-1.0,-1.0,-0.5,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-0.75,0.0,-0.5,-0.25,-0.5,-1.0
50853,-0.25,0.0,0.25,0.5,-0.25,0.25,0.0,-0.75,-0.75,0.0,-1.0,-0.25,0.25,-1.0,-1.0,0.0,0.25,-0.75,0.0,-0.75,-0.5,-0.25,-0.25,0.25,-1.0
179819,0.5,0.0,0.5,0.5,1.0,0.75,0.75,0.5,1.0,0.75,0.75,0.75,0.5,0.75,1.0,0.5,0.75,0.5,0.25,1.0,0.5,0.5,1.0,0.5,0.0
24923,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,0.5,0.25
146468,0.5,0.0,0.0,0.5,0.5,0.5,0.75,0.25,0.25,0.25,0.0,0.5,-0.5,-0.5,-1.0,0.5,0.0,0.25,0.25,0.0,0.5,0.25,-0.25,0.5,0.25
114877,0.5,0.25,0.0,0.25,0.5,0.25,0.5,-0.25,0.25,0.0,-0.5,0.25,0.0,-0.75,0.0,-0.5,0.25,-0.75,0.5,-0.25,-0.25,-0.25,0.0,0.25,-0.25
98100,-0.5,0.0,0.25,0.5,0.5,0.25,0.0,-1.0,0.0,-0.25,-1.0,0.25,0.5,0.0,-1.0,0.0,0.0,0.25,-0.25,0.0,0.5,-0.25,0.0,0.0,-0.5
384306,0.25,0.0,0.0,0.5,0.0,0.0,0.0,-0.75,0.25,0.0,-1.0,0.25,-1.0,-1.0,-1.0,0.0,0.25,-0.5,0.0,-0.75,0.25,-0.25,-0.25,-0.25,-1.0
149650,-0.5,0.0,0.0,-1.0,-0.75,0.25,-0.75,-1.0,-0.25,-0.5,-1.0,-0.75,-0.5,-1.0,-1.0,0.0,0.0,-1.0,-0.75,-1.0,-0.5,-0.5,-1.0,-0.5,-1.0
397056,-0.25,0.0,0.25,0.5,0.5,0.0,0.0,0.0,-0.25,0.0,-1.0,0.0,0.5,-0.75,0.5,0.75,0.5,-0.25,-0.5,-0.25,0.25,0.0,-0.75,-0.25,-0.25
338055,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0.5,0.5,-0.25,0.5,0.5,0.5,0.75,0.25,0.0,0.25,0.0,1.0,0.5,0.0,0.25,0.5,0.0
179790,0.75,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.25,0.25
105211,-0.5,0.0,-0.5,0.5,-0.5,0.25,0.25,0.25,0.0,-0.5,-0.75,-0.25,0.25,-0.25,-1.0,0.0,0.25,-1.0,0.0,0.25,-0.25,0.0,0.0,0.25,-0.75
141527,-0.5,0.0,0.0,0.25,-0.5,0.0,-0.25,-0.5,-0.75,-0.5,-0.75,0.0,-0.75,-1.0,-1.0,0.0,0.0,0.0,0.25,-1.0,-0.25,-0.25,0.0,-0.5,-1.0
9806,-0.5,0.25,0.75,0.5,0.25,0.25,0.25,-0.25,0.5,0.0,-0.25,0.5,0.5,-0.25,0.75,0.75,0.5,0.25,0.0,-0.25,0.25,-0.5,0.0,0.5,0.0
137160,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.75,1.0,0.75,0.5,1.0,1.0,0.5,1.0,0.75,0.25
412383,-0.25,0.0,0.25,0.75,0.25,0.25,-0.25,-0.5,0.5,0.0,-0.75,0.5,-0.25,-1.0,-0.75,0.0,0.5,-0.5,0.25,-0.25,0.0,-0.25,-0.75,-0.25,-1.0
173545,1.0,0.5,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.75,0.0,1.0,1.0,0.5,1.0,0.75,0.25
12660,0.5,0.25,0.0,1.0,0.75,0.5,0.5,0.25,0.5,0.75,-0.75,0.5,0.5,-0.5,1.0,0.0,0.25,0.75,0.75,0.5,0.25,0.0,1.0,0.25,0.0
291756,0.5,0.25,0.0,0.5,0.75,0.25,0.25,-1.0,0.5,0.25,-0.75,0.5,0.0,-0.75,-1.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
357346,0.5,0.0,-0.25,0.5,-0.75,0.0,0.0,-0.75,-0.5,-0.5,0.0,0.0,0.0,-0.5,-1.0,0.5,0.0,0.0,0.0,-0.25,0.0,0.0,-0.25,0.0,-0.75
2886,-0.5,0.0,0.0,-1.0,-0.25,0.0,-0.5,-1.0,-0.5,-0.75,-1.0,0.25,-0.5,-0.75,-1.0,0.0,0.0,-0.75,0.0,-0.75,0.0,-0.25,-0.75,-0.25,-1.0
269741,-0.5,0.0,0.25,-0.5,0.0,-1.0,0.0,-1.0,0.0,0.25,-1.0,0.25,0.25,-1.0,-1.0,0.5,0.0,0.25,0.0,-1.0,0.5,-0.25,-0.5,0.25,-0.5
26459,0.5,0.0,0.0,0.5,0.5,0.25,0.25,-1.0,0.0,-0.5,-1.0,-0.25,0.0,-0.75,-1.0,0.0,-0.25,-0.5,0.25,0.0,-0.25,-0.5,-0.25,0.0,-1.0
90669,-0.5,0.0,-0.75,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.5,-1.0,0.0,-0.5,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-0.25,-0.25,-0.5,-1.0
85030,0.5,0.5,0.25,0.25,1.0,0.25,0.25,0.75,0.5,0.25,-0.25,0.5,0.25,-1.0,0.25,0.25,0.25,0.5,-0.25,0.5,0.5,-0.25,0.5,0.25,0.0
126546,-0.75,0.0,0.0,0.25,0.5,0.25,0.75,-1.0,0.25,0.0,-1.0,0.0,-0.25,-1.0,-1.0,0.0,0.5,-1.0,0.0,-0.5,0.5,-0.25,-0.5,0.0,-0.75
88217,-0.5,0.0,0.0,0.25,0.25,-0.25,-0.5,-1.0,0.25,0.5,-0.25,0.0,0.25,-0.75,-0.75,0.0,0.0,-0.75,0.25,0.0,-0.5,0.0,0.0,0.5,-1.0
68675,0.25,0.0,0.0,0.0,-0.25,0.0,0.0,-1.0,-1.0,-0.5,-1.0,-0.25,0.0,-1.0,-1.0,0.0,0.0,-0.75,-1.0,-0.75,0.0,0.0,0.0,-0.5,-1.0
263498,-0.25,0.0,0.0,0.5,0.25,0.25,0.0,-1.0,-0.5,-0.5,-0.75,0.25,-0.75,-1.0,-1.0,0.5,0.25,-0.75,0.0,-0.5,-0.25,-0.25,0.0,-0.5,-0.25
103552,-0.75,0.0,-0.5,-0.25,-0.25,0.0,-0.25,-1.0,-0.25,0.0,-1.0,0.25,0.0,-1.0,-1.0,0.0,0.25,-0.25,0.0,-1.0,0.25,-0.25,-0.5,-0.5,-1.0
194217,-0.25,0.0,0.0,0.5,-0.5,0.0,0.25,-0.75,-0.75,0.0,-0.75,0.25,-0.25,-0.5,-1.0,0.5,0.25,-0.75,-0.25,-0.75,0.25,-0.25,0.0,-0.25,-0.75
369935,0.25,0.25,0.0,0.5,-0.75,0.5,0.0,-0.5,-0.75,0.0,-1.0,0.25,0.25,-0.75,-1.0,0.25,-0.25,0.0,0.0,-0.5,0.25,0.0,0.0,-0.25,-1.0
57548,0.25,0.25,0.0,0.25,0.5,0.25,0.25,-1.0,-0.25,0.0,-0.75,0.25,0.0,-0.5,-1.0,0.0,0.0,-0.25,0.0,-0.75,-0.5,-0.25,-0.25,0.25,-0.25
122428,0.75,0.25,0.25,0.5,1.0,0.75,1.0,0.5,0.75,0.5,0.75,0.75,0.5,0.0,0.75,0.75,0.75,0.5,0.25,0.75,0.0,0.0,0.75,0.75,0.25
151216,0.25,0.25,0.5,1.0,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,0.75,0.25,0.5,0.25,-0.25,0.25,0.0,0.25
335454,0.0,0.0,0.25,0.25,1.0,0.25,0.25,0.25,0.25,0.0,-0.5,0.5,0.5,-1.0,-1.0,0.75,0.25,-1.0,-0.25,0.0,-0.25,0.0,0.25,0.25,-0.5
59120,-0.75,0.0,0.0,-0.25,0.25,0.25,0.0,-1.0,-0.75,-0.5,-1.0,-0.25,-0.25,-1.0,-1.0,0.0,0.0,0.5,-0.25,0.0,0.0,0.0,-0.25,0.0,-0.75
151805,0.5,0.25,0.0,0.75,1.0,0.5,0.25,0.5,0.5,0.25,0.0,0.75,0.25,-0.25,0.75,-0.25,0.5,0.5,-0.5,-0.25,0.75,0.0,0.25,0.25,0.0
333866,0.25,0.0,0.0,0.5,0.5,0.25,-0.25,-0.25,0.5,0.0,-0.75,0.5,0.25,0.0,-1.0,0.0,0.25,-0.5,-0.25,-0.5,0.0,0.0,-0.25,0.25,-0.5
216535,-0.75,0.0,-0.5,0.5,-0.25,0.25,0.0,-0.75,0.0,-0.25,-1.0,0.25,-0.25,0.0,-0.75,0.5,0.25,0.0,-0.5,-0.75,0.0,-0.25,0.0,0.25,-0.5
407673,0.25,0.5,0.75,0.5,-0.75,0.25,-0.5,-0.75,-0.75,-0.5,-0.75,0.75,0.0,-0.25,-0.5,0.0,0.0,-1.0,-0.25,0.25,0.25,-0.25,0.25,0.0,-0.75
204220,-0.25,0.0,0.0,0.5,-0.5,0.25,0.0,-0.25,0.0,0.0,-1.0,0.5,-0.25,-1.0,-1.0,0.0,0.0,-0.5,0.0,-0.5,0.0,-0.25,0.75,0.0,-0.75
176492,0.5,0.0,0.0,0.5,0.25,0.25,0.0,-0.75,0.25,-0.5,-0.75,0.25,-1.0,-1.0,-1.0,0.0,0.0,-0.5,-0.25,-0.5,-0.25,-0.25,-0.75,-0.5,-0.25
226416,-0.75,0.0,-0.25,0.5,-0.25,0.25,0.0,-0.75,0.25,-0.75,-1.0,0.25,0.25,-1.0,-0.75,0.0,0.75,0.0,-0.25,-0.5,-0.75,-0.25,-0.5,0.25,-0.5
382143,-0.25,0.25,0.0,0.5,-0.5,0.5,0.0,-0.75,-0.5,-0.25,-1.0,0.25,-0.5,-1.0,-1.0,0.0,-0.5,0.5,0.25,-0.75,0.0,0.0,-0.75,0.25,-1.0
182632,0.5,0.25,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.0,0.75,-0.25,0.75,0.5,0.5,0.75,0.0,0.75,0.0,0.75,0.5,0.0,0.0,0.5,0.0
224127,0.75,0.5,0.25,0.5,1.0,0.75,0.75,0.0,0.5,0.75,0.5,0.75,0.75,-0.5,0.75,0.5,0.75,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5
72565,-0.25,0.0,0.0,0.75,0.25,0.25,0.0,-0.75,0.0,-0.5,-1.0,0.5,-0.5,-1.0,-1.0,0.0,0.5,-0.5,-0.25,0.0,0.25,-0.25,-0.75,-0.5,-0.25
164277,0.25,0.0,0.5,0.75,1.0,0.5,0.0,-0.5,0.25,0.0,-1.0,0.0,0.25,-0.5,0.25,0.75,0.75,0.5,0.0,0.25,0.5,0.0,0.75,0.25,0.25
53794,0.25,0.0,0.0,0.25,-0.25,0.0,0.0,-1.0,-0.75,-0.5,-0.75,-0.25,-0.75,-1.0,0.0,0.0,0.0,-1.0,0.0,-0.75,0.0,0.0,-0.25,0.25,-1.0
285410,0.0,0.5,0.25,0.5,-0.25,0.25,0.5,0.25,0.25,0.5,0.0,0.25,0.25,-0.5,-0.5,0.5,0.5,0.5,-0.25,0.5,0.5,0.0,-0.25,0.5,0.0
411231,0.5,0.0,0.0,0.5,-0.25,0.5,-0.5,-0.75,-0.5,-0.5,-0.5,0.75,-0.5,-1.0,0.5,0.0,0.0,0.25,0.0,0.25,0.25,-0.25,-0.25,-0.25,-0.25
358724,-0.75,0.0,0.0,0.5,0.25,0.25,0.0,-1.0,0.0,0.0,-0.75,0.0,-0.25,-0.75,0.25,0.0,0.25,-1.0,-0.5,-0.5,0.25,-0.25,-0.75,-0.5,-1.0
78305,-0.5,0.25,0.25,0.0,0.5,0.0,0.0,0.25,-0.25,0.0,-0.75,0.25,-0.25,0.0,-0.5,0.5,0.25,0.0,0.0,-0.25,-0.25,-0.25,-0.25,0.25,-1.0
141761,0.25,-0.25,0.75,0.25,0.5,0.5,0.25,-0.25,0.25,0.5,-0.25,0.5,-0.25,-0.5,-1.0,0.75,0.75,0.5,0.25,0.25,0.25,0.0,-0.75,-0.25,-0.25
327057,0.5,0.25,0.75,0.5,1.0,1.0,0.25,0.75,0.75,0.75,0.5,0.5,0.75,0.25,1.0,0.5,1.0,0.75,0.25,0.75,0.5,0.25,-0.25,0.5,0.0
214361,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,1.0,0.75,0.75,1.0,1.0,0.5,1.0,0.75,0.5,0.75,0.75,0.25
50502,0.75,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.75,0.25
185248,-0.25,0.0,0.0,0.25,-0.25,0.25,0.0,-0.75,0.0,0.25,-1.0,0.25,0.25,-0.75,-1.0,0.25,0.25,-1.0,0.0,-0.75,-1.0,-0.25,-0.25,0.0,-1.0
57081,-0.5,0.0,-0.25,-0.75,-0.75,-0.5,-0.5,-0.5,-0.75,0.0,-1.0,0.5,-0.5,-1.0,-1.0,0.0,-0.5,-1.0,0.25,-0.5,0.0,-0.25,0.0,-0.5,-1.0
250825,0.25,0.0,0.25,0.0,-0.75,-1.0,0.25,0.25,-0.25,-0.25,-1.0,0.5,0.5,-1.0,-1.0,-0.5,0.25,-0.25,-0.25,-0.75,0.0,-0.25,-0.75,-0.25,-0.5
221387,-0.25,0.25,0.0,0.5,-1.0,0.25,-0.25,-0.25,-0.25,-0.5,-1.0,0.25,-0.5,-0.5,-1.0,-0.5,-0.75,-0.75,0.0,-0.5,-0.75,-0.25,0.0,0.25,-0.5
78455,-0.5,0.0,0.0,0.5,-0.5,-0.75,0.0,-0.25,0.5,-0.5,-0.75,0.25,-0.5,-1.0,-1.0,-0.25,0.0,-0.75,0.25,-0.5,0.0,-0.25,-0.5,-0.5,-1.0
29938,0.25,0.0,0.25,0.5,0.75,0.25,0.25,-0.25,0.0,-0.5,-1.0,0.5,0.0,-1.0,-0.75,0.5,0.0,0.0,0.25,0.25,0.0,-0.25,0.0,0.25,-0.25
164343,-0.5,0.0,0.0,0.5,0.25,0.0,0.0,-1.0,0.25,-0.5,-0.75,-0.25,0.0,-1.0,-1.0,0.5,0.0,-0.75,0.0,-0.25,0.0,-0.25,-0.25,-0.5,-1.0
159827,-0.25,0.25,0.0,0.75,-0.75,0.25,0.0,-0.5,0.25,-0.5,-0.75,0.5,-0.5,-1.0,-0.75,0.0,0.0,-1.0,0.25,0.25,0.0,0.0,-0.5,-0.5,-0.75
294807,-0.5,0.0,0.0,-0.25,-0.5,-0.5,0.0,-0.75,-0.5,-0.5,-1.0,0.0,-0.75,-1.0,-1.0,-0.75,-0.25,0.25,-0.75,-0.75,0.0,-0.25,0.0,-0.25,-1.0
412327,-0.5,0.0,-0.5,-0.5,-0.25,0.0,0.25,-0.75,-0.75,-0.5,-1.0,-0.25,-0.5,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.75,0.0,-0.25,0.0,-0.5,-1.0
379175,0.0,0.0,-0.25,0.25,0.25,-0.25,0.0,-0.75,-0.5,0.0,-1.0,0.25,-0.25,-0.5,-1.0,-0.75,0.0,-0.75,0.0,-0.75,-0.5,-0.25,0.0,-0.5,-0.25
40310,0.25,0.0,0.5,-0.25,0.0,0.0,0.0,-0.25,-0.75,-0.5,-0.5,0.25,-0.25,-1.0,0.25,-0.5,-1.0,-0.5,-0.25,-0.75,-0.25,0.0,-0.75,-0.25,-0.25
167636,-0.25,0.0,-0.25,0.0,0.5,0.0,0.0,-1.0,-0.5,-0.75,-1.0,-0.25,-0.25,-1.0,-1.0,-0.5,0.0,-1.0,0.0,-0.75,-0.5,-0.25,-0.5,-0.25,-1.0
301789,-0.25,0.0,0.0,0.25,0.25,0.25,0.25,-0.25,0.5,-0.5,-1.0,0.0,-0.75,-0.75,-1.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5,0.0,-0.75,-0.25,-1.0
369355,-0.5,0.25,0.0,0.5,-0.5,0.0,0.0,-0.75,0.25,-0.75,-1.0,0.5,-0.25,-1.0,-1.0,0.0,0.0,-0.75,-0.25,-0.75,0.0,-0.25,-0.75,-0.5,-0.5
25133,-0.75,0.0,-0.75,-0.5,-0.75,0.0,0.0,-1.0,-0.5,-0.5,-1.0,0.0,-0.25,-1.0,0.0,0.0,0.0,-1.0,0.0,-0.5,-0.5,-0.25,-0.75,-0.5,-1.0
41618,-0.25,0.0,0.75,0.5,0.5,0.0,0.25,0.25,0.25,-0.5,-0.5,0.25,-0.75,-0.5,0.75,0.25,-0.25,-0.25,0.5,0.25,0.0,0.0,-0.75,0.0,-0.25
319259,-0.5,0.0,0.0,-0.25,-0.75,-0.25,0.0,-0.75,-0.5,0.0,-0.75,0.0,-0.75,-1.0,-1.0,0.0,0.0,-1.0,-0.25,-0.25,0.25,-0.25,0.0,-0.5,-1.0
109951,-1.0,0.0,0.0,0.25,-0.75,-0.75,0.0,-0.75,-1.0,-0.5,-1.0,0.25,-0.25,-1.0,-1.0,0.0,0.0,-1.0,-0.25,-1.0,0.0,-0.25,-0.25,-0.5,-1.0
196689,-0.5,0.0,0.25,-0.25,0.25,0.25,0.25,0.25,-0.75,0.0,-0.5,0.25,-0.25,-0.75,-0.75,0.75,0.0,-1.0,0.25,-0.25,0.25,0.25,-0.25,-0.5,-0.25
107358,0.5,0.25,0.0,0.75,1.0,0.25,0.0,-0.25,0.25,0.5,-0.5,0.25,0.0,-1.0,-1.0,0.0,0.0,-1.0,-0.25,0.0,0.25,0.0,0.0,0.0,0.0
145720,-0.25,0.0,0.25,0.5,0.25,0.0,0.0,-0.75,-0.25,-0.5,-0.75,-0.25,0.0,-0.75,-0.75,-0.25,0.0,-1.0,0.25,-0.25,-0.25,0.0,-0.75,-0.5,-0.25
331343,0.5,0.0,0.0,0.25,-0.75,-1.0,0.0,-0.75,0.25,-0.75,-0.75,0.25,-0.5,-1.0,-1.0,0.0,-0.5,-1.0,0.0,-1.0,0.0,-0.25,0.0,-0.5,-1.0
