row_number,participant0,participant1,participant2,participant3,participant4,participant5,participant6,participant7,participant8,participant9,participant10,participant11,participant12,participant13,participant14,participant15,participant16,participant17,participant18,participant19,participant20,participant21,participant22,participant23,participant24
140458,6,6,7,1,4,6,6,7,6,7,3,6,7,4,7,6,6,6,2,6,6,7,6,7,4
262675,1,6,7,7,7,6,1,5,7,1,1,7,3,6,4,1,1,1,2,4,7,7,2,4,6
136720,3,6,7,3,7,7,4,3,7,2,6,2,6,3,6,3,1,7,2,7,6,7,3,2,4
368601,0,0,7,0,7,0,7,7,0,3,7,7,7,7,6,7,1,7,5,0,7,7,1,5,1
276457,2,5,2,1,7,7,6,5,3,3,4,5,5,1,1,2,2,7,7,5,3,7,2,7,4
247884,7,5,7,7,3,7,6,7,7,5,1,7,7,7,7,7,1,7,5,5,5,7,7,7,5
313667,5,5,7,5,4,6,4,4,7,5,5,6,4,6,5,2,5,7,5,5,4,5,5,7,5
211499,2,2,7,2,5,5,5,2,5,5,5,2,5,2,2,2,2,2,4,5,2,7,2,2,5
318970,3,1,7,6,7,7,3,3,1,5,5,3,7,4,1,4,1,3,4,5,7,7,3,3,5
307206,2,0,7,3,2,2,7,7,7,3,2,2,7,7,2,2,3,3,2,7,2,7,2,3,1
368532,7,7,7,7,1,7,7,7,7,3,1,7,7,7,7,4,1,7,7,5,6,7,6,7,5
10557,7,4,4,6,7,7,3,5,3,1,5,4,6,4,4,4,6,1,4,4,3,4,4,5,4
221299,7,7,7,7,1,7,7,7,7,1,1,1,7,1,1,6,1,1,1,1,6,7,1,1,3
293523,7,0,2,7,7,0,4,7,0,4,1,2,7,7,7,0,0,0,2,4,7,7,2,4,7
396395,1,0,1,1,0,0,0,1,1,5,0,5,1,2,1,1,1,1,5,0,0,0,1,0,4
11649,3,4,1,1,1,7,7,7,5,5,1,1,5,1,1,1,1,7,1,1,7,1,5,5,1
209511,5,5,5,3,2,2,2,2,5,2,2,5,5,2,5,2,5,2,2,2,2,2,5,2,5
31197,5,5,7,7,7,5,5,5,5,5,5,3,5,5,5,5,5,5,5,6,5,7,5,2,5
308107,7,5,7,7,7,6,6,7,7,6,7,7,7,7,7,7,7,7,5,7,5,7,7,7,7
413357,0,5,0,7,0,0,7,7,7,7,6,7,7,7,0,0,0,0,5,0,7,7,0,7,0
12337,1,4,7,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,4,0,1,1,1
261096,6,5,7,7,7,7,7,7,7,7,6,7,7,6,1,7,5,7,7,7,6,7,2,7,6
159071,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,2,7,6,7,6,7,6,0,6,5
7111,5,4,5,5,5,6,5,7,5,2,4,7,5,4,5,5,5,7,4,6,4,7,2,7,4
212817,5,5,7,7,7,7,7,7,7,7,5,7,4,1,1,5,1,1,4,6,7,7,7,7,6
159455,6,2,6,6,6,7,4,6,3,2,2,6,5,6,4,7,7,1,4,4,4,6,6,5,6
382998,3,5,2,7,7,5,1,7,7,7,4,1,4,4,5,5,3,4,5,5,4,7,1,7,1
183451,5,4,7,7,5,7,3,3,5,1,5,6,5,4,5,4,5,7,6,5,7,7,5,5,5
62041,7,5,0,7,7,7,7,5,7,7,5,7,7,7,7,7,1,7,7,7,7,0,1,7,1
75506,7,5,7,5,3,7,7,5,7,2,3,7,5,3,5,5,2,5,5,5,7,7,3,7,5
162452,7,6,7,1,1,7,7,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1
85415,5,5,3,5,5,5,6,5,7,5,5,5,5,4,2,4,1,4,1,6,3,7,4,4,5
229649,5,5,7,5,7,7,5,5,5,3,5,7,7,5,5,5,5,5,5,5,5,7,3,7,5
206931,3,7,7,7,7,7,3,7,7,1,5,7,7,7,1,5,2,7,5,4,7,0,3,7,5
1525,4,5,2,7,7,7,5,7,7,3,4,3,7,1,3,4,1,7,2,1,6,7,3,5,5
340316,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,5,0,2,0,0,0,0,0,0
377928,1,1,6,1,1,6,6,5,7,1,1,4,5,1,1,1,1,1,1,6,4,1,1,1,3
81891,5,5,2,5,5,5,5,5,5,5,5,6,5,7,5,5,5,1,5,5,5,5,5,5,5
384937,5,7,6,7,7,7,7,5,7,5,4,5,7,6,5,1,1,7,7,7,7,7,3,5,6
73898,7,6,7,7,7,7,7,7,7,5,5,5,1,3,1,3,5,3,2,3,7,7,3,2,4
149734,5,6,7,7,7,7,6,5,7,7,1,7,6,1,5,4,1,1,1,7,7,7,5,5,6
356041,1,5,2,1,1,7,5,7,7,1,4,2,1,1,1,1,1,1,3,0,2,7,1,2,5
7378,7,5,7,5,7,5,5,7,7,5,4,5,4,5,7,5,5,7,5,7,5,7,2,7,5
11383,7,6,0,7,7,7,7,1,7,1,1,7,7,7,1,7,2,7,1,1,7,7,1,7,5
30372,7,0,7,7,7,2,7,6,7,7,7,7,7,7,1,3,2,7,5,1,7,7,0,7,1
170416,7,5,7,7,5,0,4,5,7,6,5,5,4,4,4,7,3,7,5,6,5,7,4,4,2
231141,3,2,2,7,3,7,6,5,7,1,6,1,6,1,1,4,5,5,2,5,1,1,1,1,4
155920,5,0,0,0,7,0,4,6,0,7,1,4,0,0,5,0,0,7,5,6,0,0,0,7,4
322188,4,1,7,6,7,7,0,7,7,7,5,5,7,7,7,4,7,4,5,5,7,5,6,5,1
92069,6,1,7,7,7,7,7,7,7,1,6,7,7,7,7,4,7,7,7,4,7,7,1,7,4
157046,1,6,7,1,1,7,6,6,7,1,6,1,1,1,1,2,1,6,1,2,1,7,2,6,6
215771,7,5,6,7,7,7,5,7,7,5,1,5,5,7,7,5,3,5,2,5,7,7,4,7,5
191452,6,4,7,5,7,6,6,6,7,5,4,5,6,4,6,6,7,6,7,6,6,7,6,4,6
35399,2,5,5,5,4,5,4,3,7,2,4,7,5,3,6,7,5,7,5,7,4,7,2,2,5
157854,7,7,7,1,7,7,7,7,7,7,1,7,7,7,5,7,7,7,5,5,7,7,3,7,1
91671,2,2,2,2,5,2,2,2,2,5,2,5,2,2,5,2,2,2,2,2,2,5,2,2,5
40875,1,5,2,7,1,1,1,5,3,1,1,7,6,1,1,1,3,1,2,5,1,7,1,5,7
286257,6,5,7,7,7,7,0,7,7,0,1,0,7,2,0,2,0,7,7,5,7,0,0,2,2
46344,1,5,7,7,7,0,7,7,7,7,3,6,7,7,7,2,7,5,5,7,7,7,0,7,0
296225,7,6,2,7,4,5,6,5,7,2,4,6,5,4,5,4,5,5,5,4,5,7,6,3,6
383994,5,5,7,7,7,7,7,3,7,1,3,7,7,5,5,1,1,7,5,6,7,7,5,4,1
129704,7,7,7,7,7,7,7,7,7,6,7,2,7,7,7,2,7,7,7,4,7,7,7,7,7
360060,7,2,6,3,3,7,7,7,7,7,5,7,5,7,1,5,7,7,7,7,3,7,7,7,3
159361,7,0,7,7,0,7,0,6,7,4,7,1,7,7,5,2,7,7,7,7,7,7,6,7,6
125005,7,6,7,6,6,0,2,6,7,2,6,7,6,4,7,7,5,6,7,7,4,7,6,7,5
295307,7,5,2,5,3,5,4,5,7,5,4,4,5,7,7,4,1,7,2,7,7,7,2,7,5
63106,7,6,6,7,5,7,7,7,7,7,6,4,7,6,7,7,1,5,5,6,4,7,7,7,6
159245,1,5,2,2,5,6,4,7,7,2,4,6,6,4,4,4,7,4,4,4,4,6,6,5,6
165787,7,7,6,7,3,7,5,7,7,1,4,6,7,7,7,7,3,7,6,4,7,7,6,7,6
79303,7,5,7,7,7,0,7,7,7,2,5,5,5,7,4,0,7,7,5,5,5,7,4,5,5
303436,1,1,7,1,3,7,1,1,7,1,1,1,1,7,1,7,1,7,4,6,7,7,1,1,1
198855,5,0,7,7,7,7,7,7,7,5,6,7,6,7,7,7,7,7,5,7,7,7,5,5,6
174415,4,2,7,4,7,7,4,5,4,2,6,7,7,0,0,2,0,7,2,2,0,0,4,4,5
287586,5,4,7,7,7,6,4,6,7,3,3,6,3,4,6,2,1,7,4,6,6,7,2,6,3
160639,0,5,7,0,7,0,0,7,7,3,5,7,0,7,5,5,7,0,7,0,6,5,5,5,0
62888,7,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,1,5,7,7,7,7,3,7,1
85569,6,0,7,0,7,0,0,0,5,2,4,2,5,0,0,2,2,4,2,2,0,0,0,0,6
293453,7,5,6,7,7,7,6,7,7,7,4,7,7,1,5,7,1,1,7,7,6,7,1,1,5
32534,7,0,0,7,7,0,7,7,7,7,7,7,7,7,0,0,7,0,7,0,6,7,0,7,0
326759,7,2,7,2,2,7,7,7,7,5,5,2,7,7,7,6,2,7,7,7,7,7,2,2,1
359315,7,0,0,7,7,0,0,0,0,7,0,0,7,7,0,0,0,0,0,0,7,7,0,7,0
329605,0,0,0,0,7,6,0,0,7,1,0,7,7,7,0,0,7,0,7,7,0,0,0,7,1
66294,0,0,7,7,0,0,0,6,7,0,0,0,0,0,0,0,0,0,6,0,7,7,0,7,6
305649,7,0,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,0,7,7,1,7,6
85468,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23354,5,5,7,6,7,6,6,6,7,3,4,7,6,7,7,0,7,7,6,4,6,0,6,7,5
42934,5,5,7,1,7,7,6,5,7,7,6,7,6,7,5,0,3,6,0,6,7,0,0,5,6
239515,0,0,7,7,7,0,6,7,0,0,6,0,6,0,0,0,0,0,6,0,0,7,0,6,0
150261,0,0,7,0,0,0,0,7,7,7,6,0,7,0,0,0,0,0,7,0,0,0,0,0,0
360849,7,0,7,0,0,7,7,0,0,7,6,0,7,7,0,0,0,0,6,7,0,7,0,7,6
218724,7,4,7,7,7,7,7,7,7,7,6,7,7,7,1,5,7,0,6,6,7,7,6,6,6
3803,0,0,0,0,0,0,0,0,0,2,0,0,7,0,6,0,0,0,0,0,6,0,0,7,0
219643,0,0,7,7,0,0,0,0,0,0,6,7,7,7,7,0,7,0,3,0,7,7,0,7,7
298483,0,0,7,0,7,0,0,0,7,0,0,0,0,7,7,0,7,0,0,0,0,0,0,7,0
362687,5,6,7,6,7,7,5,7,7,5,6,4,5,7,5,2,7,6,5,4,4,7,7,5,5
366705,6,7,7,7,7,0,7,7,7,7,7,7,6,7,7,7,7,7,5,6,7,7,7,7,6
397837,0,0,7,7,0,7,0,7,7,7,6,7,0,7,0,0,7,7,7,0,7,7,6,7,6
282560,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,2,0,0,0,0,0,0,7,0
410883,5,6,7,6,5,6,1,7,7,2,5,6,6,4,1,6,4,1,5,5,1,3,1,4,4
176836,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
97158,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0
300391,7,0,0,7,0,0,0,7,7,7,6,0,7,0,7,0,7,0,0,0,0,7,0,7,0
243843,6,6,7,7,7,7,4,7,7,7,6,7,7,7,4,4,1,7,1,2,6,7,1,6,6
155045,5,2,7,7,5,6,5,7,5,3,5,6,5,5,5,5,7,7,1,6,5,7,4,7,5
273371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221766,0,0,7,0,0,0,0,0,7,0,6,0,0,0,0,6,7,0,0,0,0,0,1,7,0
160375,7,4,6,7,7,6,7,5,7,7,1,7,7,6,6,7,5,7,5,6,6,1,3,7,1
190044,7,0,7,7,7,7,7,7,7,7,7,5,7,7,7,7,2,7,6,7,0,7,7,7,6
239953,2,5,6,7,7,7,4,5,7,1,4,0,6,4,5,6,5,7,7,1,4,7,6,7,5
224490,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
237622,0,0,7,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0
74808,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0
63067,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0
50884,6,0,0,7,0,7,0,7,7,7,6,7,7,7,1,0,7,0,7,0,7,7,1,7,7
363768,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
124113,0,0,7,0,7,0,1,7,7,1,0,7,7,7,1,0,7,7,0,0,7,0,0,0,0
232057,0,7,7,7,0,7,0,0,0,0,6,7,7,0,0,0,2,0,2,7,0,7,0,7,0
119844,4,6,7,7,6,6,6,6,0,5,1,0,7,6,6,6,7,6,6,7,6,7,0,5,6
367217,6,4,0,7,7,0,7,7,7,0,6,7,0,0,0,0,0,6,2,7,7,0,6,7,0
119014,5,6,7,6,7,6,5,6,6,5,5,5,5,6,5,4,5,7,5,6,4,4,4,4,5
352002,7,0,7,7,7,0,0,7,7,7,6,0,7,0,7,0,7,0,0,0,0,7,0,6,6
64958,4,5,2,7,7,7,5,4,5,5,4,4,5,4,4,2,5,7,5,5,4,7,4,5,4
370396,0,0,0,6,7,6,7,6,7,7,6,6,7,0,0,7,7,7,6,6,4,7,6,7,5
144266,1,0,4,7,7,0,1,6,7,0,6,0,0,0,0,7,1,0,6,0,0,7,0,6,0
315783,0,0,7,0,7,0,0,6,0,0,6,7,7,0,0,0,7,7,7,0,0,7,0,7,0
201208,0,1,0,7,7,7,0,0,0,7,0,7,0,0,0,0,1,0,6,0,7,0,0,7,0
130432,0,7,7,1,7,0,0,7,7,7,5,0,7,7,7,0,7,7,0,0,0,0,0,7,0
51249,7,5,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,6,7,0,7,7,6,7,6
50479,5,5,7,7,7,7,6,7,7,5,4,7,5,4,5,4,1,7,1,7,7,7,7,2,5
357202,7,7,7,7,7,0,0,6,7,7,6,7,0,6,6,0,6,0,6,4,7,7,6,7,6
235450,6,6,7,0,7,0,0,0,7,0,6,0,7,0,0,0,7,0,7,0,6,0,0,7,6
354224,0,0,0,0,0,0,0,0,0,7,1,0,7,0,0,0,0,0,0,0,0,0,0,7,5
398814,6,4,6,4,6,6,5,5,1,3,4,6,6,4,6,4,4,4,5,5,4,6,6,5,5
116720,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,6,0
5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
37445,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
413370,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55850,0,0,7,7,0,7,0,7,0,0,6,6,7,0,0,6,0,0,7,0,0,0,0,7,7
339889,0,0,6,7,7,0,5,5,5,7,5,5,7,4,7,5,5,4,5,0,7,7,4,5,5
49692,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,6,0,0
294052,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,6,1
240126,0,0,0,7,0,0,0,6,7,0,7,7,7,7,0,0,0,7,7,0,7,0,2,7,6
90802,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,7,0,0,6
19024,7,6,7,7,7,7,4,5,7,5,5,6,7,7,5,7,7,7,7,4,7,7,6,6,6
242448,1,2,2,2,7,7,3,7,7,2,1,4,7,7,1,2,1,1,2,1,2,1,3,3,5
165141,5,5,7,7,7,7,4,7,5,5,4,6,5,5,5,6,5,7,7,7,5,7,6,5,6
53696,6,0,7,7,7,7,7,6,7,7,6,7,7,6,7,7,7,7,7,7,7,7,6,7,6
88568,7,7,7,7,2,6,4,7,7,7,6,7,7,7,7,7,5,7,7,7,7,7,3,4,6
304243,4,1,0,1,7,7,0,7,7,7,6,7,7,7,7,0,1,7,6,0,0,7,0,7,0
301214,7,6,0,0,0,0,0,6,7,0,6,0,6,7,0,0,0,0,6,0,0,0,0,0,0
388275,7,6,7,5,3,7,6,6,7,5,4,5,7,6,6,7,2,7,4,6,4,0,6,7,6
26374,6,6,0,7,0,0,7,6,0,0,6,7,0,7,6,0,6,7,6,0,4,7,0,7,6
68205,0,6,0,7,7,0,0,0,7,0,6,7,7,7,7,7,7,7,7,0,7,0,0,5,0
332623,7,5,6,7,7,7,4,7,5,5,5,5,5,3,7,5,5,7,5,5,4,0,6,5,5
362622,0,0,7,7,7,0,0,0,0,0,6,0,7,0,7,0,0,0,7,7,0,0,0,7,6
85714,0,5,0,0,0,0,0,7,7,0,7,7,7,0,0,0,0,7,4,0,0,0,0,7,0
222382,7,5,7,7,7,0,0,7,7,0,5,7,7,4,7,2,7,5,2,5,2,0,2,2,0
264274,7,5,7,7,7,7,7,5,7,5,7,5,7,7,5,7,5,5,6,7,7,7,0,5,6
313569,7,6,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,6,6,7,2,7,0
337798,0,0,0,7,7,0,0,0,0,6,0,0,7,0,0,6,0,0,7,0,0,0,0,7,0
230483,6,4,7,7,7,7,5,5,7,7,5,5,5,5,4,5,5,7,6,6,6,7,4,7,7
369111,6,0,7,6,7,0,7,6,7,7,6,7,7,6,0,0,7,0,7,0,6,7,0,7,7
218494,0,0,7,1,7,0,2,7,7,1,1,1,0,1,2,3,1,1,7,1,1,7,1,7,6
114325,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0
315665,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,7,0,0,0,0,0,7,0
21748,7,7,7,7,7,0,7,7,7,7,1,7,7,7,7,7,1,7,6,7,7,7,0,6,6
244594,4,6,7,7,7,0,7,6,7,0,6,0,6,6,6,0,0,0,6,2,7,7,0,7,6
155088,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0
316065,0,0,0,0,7,0,0,6,7,0,6,0,7,0,0,0,0,6,0,0,0,0,0,0,0
64641,7,0,7,7,7,0,7,7,7,7,6,0,7,7,7,7,7,0,6,7,7,7,0,7,6
331098,0,0,7,7,6,0,0,6,7,0,6,7,7,6,0,0,6,6,6,0,6,7,0,4,6
379895,0,0,0,7,7,0,0,0,0,0,6,7,7,7,0,0,7,7,0,0,7,7,0,6,7
354971,0,0,7,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0
271086,0,0,7,7,7,0,6,6,7,7,6,7,7,4,7,0,7,7,7,0,6,7,0,7,7
126403,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,6,0,0,0,0,5
357354,6,5,7,7,5,7,5,5,7,5,5,5,5,5,5,5,5,7,2,4,5,7,5,2,5
177926,7,6,0,7,7,7,0,7,0,7,1,4,7,4,1,7,7,0,4,1,4,7,6,6,0
368440,0,0,0,7,7,7,7,7,0,2,0,7,7,7,7,0,1,0,7,0,7,0,0,7,0
150931,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7
6338,3,2,5,2,5,2,5,4,2,2,5,2,2,4,2,2,2,2,2,5,2,4,2,4,2
283717,2,2,7,4,7,4,1,4,5,2,6,2,6,2,1,2,7,2,4,4,1,2,2,2,4
12125,5,4,7,6,5,5,3,6,1,1,4,4,5,3,1,1,1,2,4,4,1,7,6,3,4
152629,4,5,5,4,5,5,5,5,4,5,4,4,5,4,5,4,5,4,4,4,5,4,4,5,5
247371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
58824,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
82895,3,6,4,4,4,6,5,4,0,5,4,4,6,7,4,4,5,4,4,4,4,4,4,4,5
171010,1,4,5,6,1,6,5,7,7,1,1,1,1,4,1,1,3,1,1,4,1,4,5,1,1
62616,7,2,7,7,5,7,2,7,7,2,4,5,7,7,7,5,5,7,2,5,2,7,5,2,7
166405,7,5,7,7,7,5,7,7,7,5,5,5,7,2,7,4,7,7,2,5,7,7,1,2,5
261243,1,1,7,7,7,7,7,7,7,7,6,4,7,7,4,4,7,6,4,6,6,0,6,7,6
230623,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
278101,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5
124059,6,5,6,7,4,7,5,7,7,2,5,6,5,5,5,5,7,7,7,5,5,7,5,2,5
264058,4,5,2,4,5,2,5,5,5,5,5,5,5,4,5,4,5,5,4,5,2,5,4,4,6
231394,3,5,7,7,7,5,3,5,7,5,6,7,7,3,2,7,1,2,4,3,3,7,2,5,7
372040,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5
403128,5,5,7,5,5,7,5,7,5,5,5,5,5,4,5,5,5,4,5,5,4,5,0,5,5
101369,7,5,2,7,6,6,7,7,7,7,1,7,7,7,7,7,2,6,6,1,6,7,3,5,5
62505,7,2,7,7,6,5,5,5,5,5,5,7,5,5,5,4,5,7,4,5,5,5,2,2,5
342064,2,3,2,3,3,3,5,5,3,2,3,2,5,3,3,2,3,1,2,3,5,7,2,3,3
296176,2,5,7,1,5,2,5,5,3,5,5,3,5,2,5,5,2,2,2,2,1,1,5,5,5
31850,7,0,7,0,0,0,6,7,7,0,1,7,0,3,0,0,7,6,4,6,0,0,0,2,0
244668,2,7,7,7,7,7,0,7,7,5,7,7,7,7,5,7,2,7,2,2,0,0,2,2,2
13460,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,4,2,4,2,2,2,2,2
197793,1,0,4,7,7,7,3,7,7,1,6,4,7,3,1,0,1,3,7,4,1,7,0,3,1
39457,7,0,7,7,0,0,0,6,0,2,6,7,0,7,0,4,7,7,1,1,7,0,0,7,6
64275,7,4,7,7,7,7,3,7,7,2,3,2,4,4,4,2,1,2,2,6,7,6,4,4,4
276377,4,0,0,4,7,7,5,4,7,1,1,1,1,6,5,0,1,1,6,4,6,7,1,4,1
122089,7,0,7,6,0,0,0,6,7,0,6,0,0,7,0,2,7,7,2,2,6,0,0,2,2
236750,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
48796,4,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,1,4,0
146738,4,2,7,2,5,2,5,2,2,2,4,2,6,2,2,2,2,2,2,6,2,2,2,4,5
235239,5,6,2,6,4,6,6,5,1,1,1,4,3,4,4,4,1,6,2,6,5,4,2,4,4
373940,5,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
106021,7,0,7,6,7,7,0,6,0,7,6,7,7,0,6,0,7,7,7,2,7,0,0,7,0
316182,2,5,2,4,5,2,5,5,2,2,5,2,5,2,5,2,5,3,2,2,2,5,2,4,5
254040,5,5,2,5,1,6,5,5,1,1,4,4,5,1,1,4,1,4,2,4,1,4,1,4,4
49781,6,4,6,5,5,6,4,5,5,5,4,5,5,6,5,5,4,4,4,4,4,4,4,5,6
75389,5,4,7,7,6,7,7,5,7,2,5,7,7,7,7,7,7,1,6,4,0,7,2,7,5
37338,6,6,6,7,0,7,2,7,6,5,0,0,6,6,6,0,7,4,2,0,7,7,0,4,0
371347,2,6,7,6,4,7,6,4,7,2,5,2,7,4,4,2,2,4,2,4,4,6,6,2,2
40365,7,4,7,0,0,0,2,0,0,0,5,6,0,3,0,0,0,0,6,0,0,7,0,6,0
409338,1,3,1,3,3,3,4,3,1,1,1,1,5,1,3,4,3,3,3,4,2,3,3,3,6
350963,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,6
281264,2,6,7,7,0,2,0,6,0,0,6,2,0,4,6,0,2,0,2,0,4,0,6,6,6
97173,4,4,0,0,0,7,4,4,0,2,5,0,0,7,0,0,0,7,4,4,6,0,0,4,6
227663,6,1,7,1,1,1,5,7,1,2,1,4,6,6,1,4,1,7,1,6,1,1,3,7,1
365968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67643,7,2,2,7,2,7,2,2,7,3,6,6,5,6,5,6,7,7,7,1,6,2,0,7,5
50382,2,3,0,3,2,2,1,3,1,1,2,2,2,3,1,2,2,3,2,2,2,2,2,2,2
226738,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,7,4,1,4,0,0,7,0
13380,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
153731,1,0,7,0,0,6,1,6,0,0,0,0,0,4,1,4,1,0,0,6,0,6,0,6,6
33172,0,0,0,7,7,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,7,0
216677,4,5,4,5,4,5,5,5,4,4,5,4,4,4,5,4,5,5,4,4,5,4,4,5,4
218629,2,2,2,2,5,4,5,3,4,2,2,2,3,2,3,2,5,3,2,3,5,2,2,2,4
354370,7,0,0,7,7,3,2,7,7,1,2,0,0,0,0,4,7,3,7,1,7,7,0,4,0
167893,3,5,7,5,5,5,4,5,5,5,5,5,7,4,5,5,5,7,4,4,5,7,2,2,5
